10,0.7817,1,0.1239,15.84,19829.6,0.9457
0,(9180,4074),(7434,1368),(5607,4356),(5616,7110),(1236,5814),(432,2061),(9162,6993),(6012,2214),(11952,2142),(4104,2916)
1,(9513,4074),(7434,1701),(5607,4689),(5949,7110),(1236,6147),(765,2061),(9495,6993),(6012,2214),(11952,2142),(4104,2916)
2,(9847,4074),(7434,2035),(5607,5023),(6283,7110),(1236,6481),(1099,2061),(9829,6993),(6012,2214),(11952,2142),(4104,2916)
3,(9584,4074),(7434,2368),(5453,5202),(6344,7110),(1236,6814),(1432,2061),(10162,6993),(6012,2214),(11952,2142),(4104,2916)
4,(9251,4074),(7434,2051),(5120,5202),(6011,7110),(1236,6821),(1583,2061),(10495,6993),(6012,2214),(11952,2142),(4104,2916)
5,(8917,4074),(7434,1717),(4786,5202),(5677,7110),(1236,6487),(1249,2061),(10829,6993),(6012,2214),(11952,2142),(4104,2916)
6,(8584,4074),(7434,1384),(4653,5002),(5344,7110),(1236,6154),(916,2061),(11162,6993),(6012,2214),(11952,2142),(4104,2916)
7,(8251,4074),(7434,1051),(4653,4669),(5011,7110),(1236,5821),(583,2061),(11495,6993),(6012,2214),(11952,2142),(4104,2916)
8,(8175,4074),(7434,717),(4674,4356),(4677,7110),(1236,5487),(615,2061),(11829,6993),(6012,2214),(11952,2142),(4104,2916)
9,(8508,4074),(7434,384),(5007,4356),(4944,7110),(1236,5250),(948,2061),(12162,6993),(6012,2214),(11952,2142),(4104,2916)
10,(8841,4074),(7434,489),(5340,4356),(5277,7110),(1236,5583),(1281,2061),(12495,6993),(6012,2214),(11952,2142),(4104,2916)
11,(9175,4074),(7434,823),(5607,4423),(5611,7110),(1236,5917),(1615,2061),(12829,6993),(6012,2214),(11952,2142),(4104,2916)
12,(9508,4074),(7434,1156),(5607,4756),(5944,7110),(1236,6250),(1400,2061),(13162,6993),(6012,2214),(11952,2142),(4104,2916)
13,(9841,4074),(7434,1489),(5607,5089),(6277,7110),(1236,6583),(1067,2061),(13495,6993),(6012,2214),(11952,2142),(4104,2916)
14,(9589,4074),(7434,1823),(5386,5202),(6349,7110),(1236,6917),(733,2061),(13829,6993),(6012,2214),(11952,2142),(4104,2916)
15,(9256,4074),(7434,2156),(5053,5202),(6016,7110),(1236,6718),(464,2061),(13918,6993),(6012,2214),(11952,2142),(4104,2916)
16,(8923,4074),(7434,2263),(4720,5202),(5683,7110),(1236,6385),(797,2061),(13585,6993),(6012,2214),(11952,2142),(4104,2916)
17,(8589,4074),(7434,1929),(4653,4935),(5349,7110),(1236,6051),(1131,2061),(13251,6993),(6012,2214),(11952,2142),(4104,2916)
18,(8256,4074),(7434,1596),(4653,4602),(5016,7110),(1236,5718),(1464,2061),(12918,6993),(6012,2214),(11952,2142),(4104,2916)
19,(8169,4074),(7434,1263),(4740,4356),(4683,7110),(1236,5385),(1551,2061),(12585,6993),(6012,2214),(11952,2142),(4104,2916)
20,(8503,4074),(7434,929),(5074,4356),(4939,7110),(1236,5353),(1217,2061),(12251,6993),(6012,2214),(11952,2142),(4104,2916)
21,(8836,4074),(7434,596),(5407,4356),(5272,7110),(1236,5686),(884,2061),(11918,6993),(6012,2214),(11952,2142),(4104,2916)
22,(9169,4074),(7434,277),(5607,4489),(5605,7110),(1236,6019),(551,2061),(11585,6993),(6012,2214),(11952,2142),(4104,2916)
23,(9503,4074),(7434,611),(5607,4823),(5939,7110),(1236,6353),(647,2061),(11251,6993),(6012,2214),(11952,2142),(4104,2916)
24,(9836,4074),(7434,944),(5607,5156),(6272,7110),(1236,6686),(980,2061),(10918,6993),(6012,2214),(11952,2142),(4104,2916)
25,(9595,4074),(7434,1277),(5320,5202),(6355,7110),(1236,6949),(1313,2061),(10585,6993),(6012,2214),(11952,2142),(4104,2916)
26,(9261,4074),(7434,1611),(4986,5202),(6021,7110),(1236,6615),(1647,2061),(10251,6993),(6012,2214),(11952,2142),(4104,2916)
27,(8928,4074),(7434,1944),(4653,5202),(5688,7110),(1236,6282),(1368,2061),(9918,6993),(6012,2214),(11952,2142),(4104,2916)
28,(8595,4074),(7434,2277),(4653,4869),(5355,7110),(1236,5949),(1035,2061),(9585,6993),(6012,2214),(11952,2142),(4104,2916)
29,(8261,4074),(7434,2141),(4653,4535),(5021,7110),(1236,5615),(701,2061),(9251,6993),(6012,2214),(11952,2142),(4104,2916)
