16,0.9529,1,0.294,19.31,15107,0.9489
0,(216,342),(3216,342),(6216,342),(7407,2151),(7407,5151),(6366,7110),(3366,7110),(1261,6036),(719,3085),(3105,2097),(5157,3771),(5607,4356),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
1,(549,342),(3549,342),(6549,342),(7407,2484),(7407,5484),(6033,7110),(3033,7110),(1201,5708),(659,2757),(3438,2097),(4824,3771),(5607,4689),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
2,(883,342),(3883,342),(6883,342),(7407,2818),(7407,5818),(5699,7110),(2699,7110),(1141,5380),(599,2429),(3772,2097),(4490,3771),(5607,5023),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
3,(1216,342),(4216,342),(7216,342),(7407,3151),(7407,6151),(5366,7110),(2366,7110),(1080,5052),(539,2102),(4105,2097),(4157,3771),(5453,5202),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
4,(1549,342),(4549,342),(7407,484),(7407,3484),(7407,6484),(5033,7110),(2033,7110),(1020,4724),(479,1774),(4438,2097),(3824,3771),(5120,5202),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
5,(1883,342),(4883,342),(7407,818),(7407,3818),(7407,6818),(4699,7110),(1699,7110),(960,4397),(419,1446),(4772,2097),(3490,3771),(4786,5202),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
6,(2216,342),(5216,342),(7407,1151),(7407,4151),(7366,7110),(4366,7110),(1441,7020),(900,4069),(358,1118),(5105,2097),(3157,3771),(4653,5002),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
7,(2549,342),(5549,342),(7407,1484),(7407,4484),(7033,7110),(4033,7110),(1381,6692),(840,3741),(298,790),(5157,2378),(3105,3490),(4653,4669),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
8,(2883,342),(5883,342),(7407,1818),(7407,4818),(6699,7110),(3699,7110),(1321,6364),(780,3413),(238,462),(5157,2712),(3105,3156),(4674,4356),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
9,(3216,342),(6216,342),(7407,2151),(7407,5151),(6366,7110),(3366,7110),(1261,6036),(719,3085),(427,342),(5157,3045),(3105,2823),(5007,4356),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
10,(3549,342),(6549,342),(7407,2484),(7407,5484),(6033,7110),(3033,7110),(1201,5708),(659,2757),(760,342),(5157,3378),(3105,2490),(5340,4356),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
11,(3883,342),(6883,342),(7407,2818),(7407,5818),(5699,7110),(2699,7110),(1141,5380),(599,2429),(1094,342),(5157,3712),(3105,2156),(5607,4423),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
12,(4216,342),(7216,342),(7407,3151),(7407,6151),(5366,7110),(2366,7110),(1080,5052),(539,2102),(1427,342),(4883,3771),(3379,2097),(5607,4756),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
13,(4549,342),(7407,484),(7407,3484),(7407,6484),(5033,7110),(2033,7110),(1020,4724),(479,1774),(1760,342),(4550,3771),(3712,2097),(5607,5089),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
14,(4883,342),(7407,818),(7407,3818),(7407,6818),(4699,7110),(1699,7110),(960,4397),(419,1446),(2094,342),(4216,3771),(4046,2097),(5386,5202),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
15,(5216,342),(7407,1151),(7407,4151),(7366,7110),(4366,7110),(1441,7020),(900,4069),(358,1118),(2427,342),(3883,3771),(4379,2097),(5053,5202),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
16,(5549,342),(7407,1484),(7407,4484),(7033,7110),(4033,7110),(1381,6692),(840,3741),(298,790),(2760,342),(3550,3771),(4712,2097),(4720,5202),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
17,(5883,342),(7407,1818),(7407,4818),(6699,7110),(3699,7110),(1321,6364),(780,3413),(238,462),(3094,342),(3216,3771),(5046,2097),(4653,4935),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
18,(6216,342),(7407,2151),(7407,5151),(6366,7110),(3366,7110),(1261,6036),(719,3085),(427,342),(3427,342),(3105,3549),(5157,2319),(4653,4602),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
19,(6549,342),(7407,2484),(7407,5484),(6033,7110),(3033,7110),(1201,5708),(659,2757),(760,342),(3760,342),(3105,3216),(5157,2652),(4740,4356),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
20,(6883,342),(7407,2818),(7407,5818),(5699,7110),(2699,7110),(1141,5380),(599,2429),(1094,342),(4094,342),(3105,2882),(5157,2986),(5074,4356),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
21,(7216,342),(7407,3151),(7407,6151),(5366,7110),(2366,7110),(1080,5052),(539,2102),(1427,342),(4427,342),(3105,2549),(5157,3319),(5407,4356),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
22,(7407,484),(7407,3484),(7407,6484),(5033,7110),(2033,7110),(1020,4725),(479,1774),(1760,342),(4760,342),(3105,2216),(5157,3652),(5607,4489),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
23,(7407,818),(7407,3818),(7407,6818),(4699,7110),(1699,7110),(960,4397),(419,1446),(2094,342),(5094,342),(3320,2097),(4942,3771),(5607,4823),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
24,(7407,1151),(7407,4151),(7366,7110),(4366,7110),(1441,7020),(900,4069),(358,1118),(2427,342),(5427,342),(3653,2097),(4609,3771),(5607,5156),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
25,(7407,1484),(7407,4484),(7033,7110),(4033,7110),(1381,6692),(840,3741),(298,790),(2760,342),(5760,342),(3986,2097),(4276,3771),(5320,5202),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
26,(7407,1818),(7407,4818),(6699,7110),(3699,7110),(1321,6364),(780,3413),(238,462),(3094,342),(6094,342),(4320,2097),(3942,3771),(4986,5202),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
27,(7407,2151),(7407,5151),(6366,7110),(3366,7110),(1261,6036),(719,3085),(427,342),(3427,342),(6427,342),(4653,2097),(3609,3771),(4653,5202),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
28,(7407,2484),(7407,5484),(6033,7110),(3033,7110),(1201,5708),(659,2757),(760,342),(3760,342),(6760,342),(4986,2097),(3276,3771),(4653,4869),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
29,(7407,2818),(7407,5818),(5699,7110),(2699,7110),(1141,5380),(599,2429),(1094,342),(4094,342),(7094,342),(5157,2260),(3105,3608),(4653,4535),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
30,(7407,3151),(7407,6151),(5366,7110),(2366,7110),(1080,5052),(539,2102),(1427,342),(4427,342),(7407,362),(5157,2593),(3105,3275),(4807,4356),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
31,(7407,3484),(7407,6484),(5033,7110),(2033,7110),(1020,4725),(479,1774),(1760,342),(4760,342),(7407,695),(5157,2926),(3105,2942),(5140,4356),(10296,7182),(14040,6840),(9162,4662),(11952,2142)
