0,(8136,285),(5627,4986),(9190,4266),(4507,3060),(7336,2936),(4063,5327),(1584,7088),(6624,7952),(1944,2899),(11699,7150),(12924,5341),(9198,2214),(3653,7907),(11880,324),(11430,2156),(4086,738),(9306,6314),(342,412),(14471,6916),(6282,2142),(936,3756),(7308,5251),(9288,7992),(10584,5244),(4654,7235),(7560,272),(1703,5775)
1,(7908,280),(5616,5214),(9178,4038),(4362,3143),(7452,2988),(4089,5554),(1812,7082),(6396,7944),(2172,2902),(11926,7127),(12696,5332),(9198,1986),(3881,7918),(11880,552),(11658,2150),(4314,738),(9534,6307),(570,408),(14283,6840),(6306,2241),(1164,3747),(7080,5244),(9516,7992),(10812,5256),(4674,7462),(7788,277),(1521,5825)
2,(7578,273),(5632,4896),(9171,3708),(4122,3239),(7114,3174),(3954,5815),(2141,7077),(6066,7934),(2502,2907),(12254,7093),(12366,5320),(9198,1656),(4211,7933),(11888,881),(11987,2140),(4644,738),(9864,6302),(900,403),(13954,6856),(6284,2153),(990,3754),(6750,5232),(9607,7776),(10458,5238),(4702,7791),(8118,284),(1228,5846)
3,(7426,469),(5667,4819),(9175,3871),(4125,3580),(6939,3446),(3684,6008),(1458,7092),(5723,7923),(2845,2912),(12595,7057),(12023,5307),(9198,1675),(4554,7948),(11906,1224),(12330,2123),(4987,738),(10207,6316),(1243,398),(13617,6922),(6165,1831),(835,3923),(6407,5221),(9810,7650),(10799,5255),(4700,7778),(8262,487),(1274,6186)
4,(7418,650),(5872,4571),(9285,4077),(4140,3901),(6677,3627),(3364,5980),(2163,7079),(5830,7926),(3098,2915),(12915,7024),(11702,5295),(9198,1996),(4557,7948),(11922,1545),(12651,2107),(5308,738),(10259,6603),(1564,393),(14544,7020),(6187,1888),(884,4241),(6372,5506),(10131,7650),(10478,5239),(4673,7458),(8262,808),(1318,6504)
5,(7432,306),(6005,4259),(9628,4051),(4140,4245),(6348,3709),(3170,5964),(1910,7282),(6174,7937),(2754,2910),(13257,6988),(11358,5282),(9198,2340),(4213,7933),(11939,1889),(12995,2090),(5652,738),(10281,6947),(1908,388),(12959,7019),(6255,2072),(861,4094),(6372,5850),(10189,7650),(10446,4914),(4644,7115),(8262,1152),(1378,6843)
6,(7422,553),(5634,4860),(9904,4093),(4140,4004),(6038,3774),(3488,5991),(1691,7515),(6493,7947),(2435,2906),(13029,7012),(11243,5277),(8879,2346),(3894,7918),(11948,2076),(12786,2100),(5693,738),(10290,7098),(2227,383),(12642,7052),(6143,1773),(812,3778),(6372,6169),(9870,7650),(10435,4595),(4331,7110),(8262,1157),(1432,7040)
7,(7416,908),(5609,4001),(9198,4392),(4131,3649),(5910,4004),(3814,5935),(1533,7482),(6750,7858),(2080,2901),(12676,7049),(11598,5291),(8524,2352),(3539,7902),(11930,1721),(12431,2118),(5338,738),(10268,6743),(2582,378),(12289,7089),(6407,1717),(729,3433),(6680,6271),(9602,7728),(10422,4240),(3976,7110),(8262,802),(1352,6696)
8,(7429,1209),(5590,3858),(9580,4055),(4518,2934),(5899,3823),(4044,5738),(1476,7185),(6750,7556),(1825,2937),(12375,7080),(11900,5302),(8302,2357),(3238,7902),(11915,1419),(12129,2133),(5036,738),(10249,6441),(2884,373),(11988,7120),(6709,1724),(658,3139),(6487,6233),(9592,7992),(10130,4230),(3674,7110),(8262,500),(1302,6397)
9,(7693,1351),(5437,4138),(9198,4392),(4109,2949),(6284,3715),(4068,5365),(1516,7393),(6750,7154),(1902,3332),(11975,7122),(12302,5317),(8704,2349),(2836,7902),(11895,1017),(11728,2148),(4634,738),(10242,6040),(3286,367),(11588,7162),(6569,1721),(570,2747),(6088,6222),(9190,7992),(10180,4230),(3748,7110),(8451,273),(1249,5999)
