298	303
105	117
83	77
203	189
193	237
66	65
28	21
210	192
20	1
78	76
271	241
29	26
290	291
305	306
252	250
298	303
105	117
83	77
193	237
79	99
66	65
28	21
210	192
20	1
78	76
271	241
29	26
290	291
305	306
252	250
298	303
105	117
83	77
189	190
193	237
79	99
66	65
28	21
210	192
20	1
271	241
29	26
290	291
305	306
252	250
298	303
83	77
189	190
193	237
79	99
66	65
28	21
210	192
20	1
76	78
271	241
29	26
290	291
305	306
252	250
298	303
117	124
83	77
189	190
193	237
66	65
28	21
210	192
20	1
76	78
271	241
29	26
290	291
305	306
252	250
298	303
117	124
83	77
189	190
193	237
99	92
66	65
28	21
210	192
20	1
271	241
29	26
290	291
305	306
252	250
298	303
117	124
83	77
189	190
193	237
99	92
28	21
210	192
20	1
78	39
271	241
29	26
290	291
305	306
252	250
117	124
83	77
189	190
193	237
99	92
65	61
28	21
210	192
20	1
78	39
271	241
29	26
290	291
305	306
252	250
303	298
83	77
189	190
193	237
99	92
65	61
28	21
210	192
20	1
78	39
271	241
29	26
290	291
305	306
252	250
303	298
124	142
83	77
193	237
99	92
65	61
28	21
210	192
20	1
78	39
271	241
29	26
290	291
305	306
252	250
303	298
124	142
83	77
190	177
193	237
65	61
28	21
210	192
20	1
78	39
271	241
29	26
290	291
305	306
252	250
303	298
124	142
83	77
190	177
92	81
65	61
28	21
210	192
20	1
78	39
271	241
29	26
290	291
305	306
252	250
303	298
124	142
83	77
190	177
237	264
92	81
65	61
210	192
20	1
78	39
271	241
29	26
290	291
305	306
252	250
303	298
124	142
83	77
190	177
237	264
92	81
65	61
21	28
210	192
20	1
78	39
271	241
29	26
290	291
305	306
303	298
124	142
190	177
237	264
92	81
65	61
21	28
210	192
20	1
78	39
271	241
29	26
290	291
305	306
250	227
303	298
124	142
77	83
237	264
92	81
65	61
21	28
210	192
20	1
78	39
271	241
29	26
290	291
305	306
250	227
303	298
77	83
177	190
237	264
92	81
65	61
21	28
210	192
20	1
78	39
271	241
29	26
290	291
305	306
250	227
303	298
142	124
77	83
177	190
237	264
92	81
65	61
21	28
210	192
20	1
78	39
29	26
290	291
305	306
250	227
303	298
142	124
77	83
177	190
237	264
92	81
65	61
21	28
210	192
78	39
241	225
29	26
290	291
305	306
250	227
142	124
77	83
177	190
237	264
92	81
65	61
21	28
210	192
1	20
78	39
241	225
29	26
290	291
305	306
250	227
298	279
142	124
77	83
237	264
92	81
65	61
21	28
210	192
1	20
78	39
241	225
29	26
290	291
305	306
250	227
298	279
142	124
77	83
190	189
92	81
65	61
21	28
210	192
1	20
78	39
241	225
29	26
290	291
305	306
250	227
298	279
142	124
77	83
190	189
92	81
65	61
21	28
210	192
1	20
78	39
241	225
29	26
290	291
250	227
298	279
77	83
190	189
264	237
92	81
65	61
21	28
210	192
1	20
78	39
241	225
29	26
290	291
306	295
250	227
298	279
124	126
77	83
190	189
264	237
92	81
65	61
21	28
210	192
1	20
78	39
241	225
290	291
306	295
250	227
298	279
124	126
77	83
190	189
264	237
92	81
65	61
21	28
210	192
1	20
78	39
26	30
290	291
306	295
250	227
298	279
124	126
77	83
190	189
