1	2	2754
1	35	1033
2	5	2034
2	21	850
3	4	1044
3	6	720
3	13	306
4	5	468
4	15	342
5	16	343
6	8	648
6	18	364
7	10	1189
7	11	900
7	27	849
8	11	1134
8	22	810
9	12	900
9	14	290
10	12	1026
10	30	792
11	20	666
12	26	792
13	18	669
13	23	524
14	32	568
14	33	789
15	16	450
15	25	504
16	17	738
17	24	469
18	29	473
19	20	936
19	28	170
20	34	145
21	24	1278
21	37	1737
21	45	868
22	28	270
22	29	630
22	50	864
23	25	1098
23	29	684
23	42	541
24	25	1134
24	49	865
25	44	828
26	30	1026
26	33	379
27	30	1134
27	31	378
27	57	926
28	34	864
29	51	864
30	60	1119
31	34	594
31	53	846
32	33	648
32	36	120
33	38	270
34	54	864
35	40	219
36	38	873
36	43	511
37	39	751
38	46	765
39	40	378
39	77	1792
40	79	1929
41	42	361
41	47	342
42	52	324
43	46	1471
43	67	672
44	47	702
44	48	630
44	84	1062
45	49	1134
45	81	1069
46	62	458
47	52	360
48	49	432
48	61	325
49	63	396
50	51	648
50	56	367
51	52	738
51	83	1009
52	88	1062
53	55	205
53	57	526
54	55	343
54	56	792
54	87	1026
55	64	324
56	91	990
57	58	375
57	68	393
58	59	270
58	65	222
59	60	170
59	65	293
60	62	632
60	69	497
60	82	813
61	63	399
61	78	684
62	66	1409
64	72	290
65	69	180
65	70	507
66	67	468
66	71	183
67	92	628
68	70	193
69	74	434
69	93	488
70	75	535
71	73	1321
72	75	183
73	89	288
74	76	444
75	90	331
76	98	162
77	79	222
77	81	1909
78	84	684
78	85	131
79	237	2868
80	93	148
80	96	524
80	100	250
81	86	684
82	89	432
82	93	577
83	88	684
83	91	1062
83	108	415
84	88	1044
84	116	594
85	86	486
85	122	810
86	137	1008
87	90	342
87	91	756
87	106	360
88	115	559
89	95	648
90	98	342
90	99	145
91	107	361
92	94	468
92	111	458
93	100	205
94	97	648
94	109	396
95	97	198
95	102	330
96	98	216
96	104	310
97	102	218
98	101	293
99	101	185
99	105	281
100	132	720
101	103	160
101	110	230
102	113	290
103	104	324
103	112	216
104	124	526
105	106	127
106	107	774
106	118	262
106	120	396
107	108	990
107	114	198
108	117	180
109	111	577
109	113	572
110	112	324
110	118	339
111	128	423
112	121	109
113	131	397
114	117	1008
114	140	576
115	116	1080
115	117	684
115	138	559
116	123	272
117	139	558
118	119	218
118	125	254
118	134	421
119	121	360
119	127	250
120	126	225
121	129	270
122	123	811
123	141	306
124	129	417
124	135	274
125	127	126
125	143	306
126	146	308
127	133	193
128	130	384
128	157	582
129	133	288
130	131	810
130	158	523
131	132	2052
131	167	642
132	135	201
132	160	540
133	142	305
134	144	250
136	137	468
136	148	210
138	139	630
138	141	1134
139	147	435
139	149	218
140	145	290
140	146	361
140	152	234
141	148	704
141	215	1296
142	143	109
143	144	306
143	156	272
144	146	108
144	153	222
145	147	306
145	150	201
146	152	426
147	154	201
148	308	823
149	151	864
149	154	433
149	169	275
150	152	234
150	154	378
151	166	240
152	155	450
153	163	324
153	201	888
154	171	284
155	171	306
156	162	414
156	183	468
157	158	432
157	193	759
158	167	728
159	160	1026
159	174	402
160	161	504
160	178	397
161	162	522
162	179	450
163	164	379
164	172	321
165	169	216
165	173	152
166	173	450
167	211	751
168	170	1350
168	192	1070
168	308	368
169	192	594
169	194	632
170	308	982
171	172	272
171	185	442
172	184	381
174	180	127
174	186	180
175	179	234
175	182	288
175	188	162
176	177	414
176	180	127
176	187	148
177	178	252
177	199	381
178	181	252
178	191	218
179	189	162
181	182	288
181	190	244
182	200	396
183	196	419
184	214	432
185	194	244
186	187	306
186	198	272
187	195	198
188	189	198
189	205	234
190	191	360
190	204	216
191	208	218
193	211	1194
193	255	939
194	210	371
194	213	203
194	214	354
194	238	612
195	198	331
195	199	343
196	206	183
196	209	308
197	203	234
197	215	829
198	211	1314
198	218	144
199	208	308
200	204	108
200	209	432
200	219	198
201	206	433
201	207	540
202	207	252
202	214	375
202	216	210
203	210	310
203	220	216
204	208	414
205	209	109
205	254	810
206	243	576
207	222	216
208	212	108
209	221	183
210	225	279
211	260	893
212	234	324
213	223	265
214	216	441
215	226	127
215	228	1038
215	308	828
216	222	183
216	224	185
217	218	325
217	232	306
218	231	270
219	221	414
219	233	234
220	226	1064
220	227	113
221	229	180
222	230	295
223	224	222
224	239	605
224	244	342
225	227	342
226	242	324
228	251	1210
229	233	417
230	250	415
231	232	342
231	259	432
232	234	648
232	246	252
233	234	486
233	248	252
234	247	234
235	236	594
235	237	1098
236	251	296
237	257	342
238	240	308
238	244	596
238	265	468
239	252	222
240	241	522
240	266	450
241	242	936
