0,(8409,277),(5593,4717),(9310,5263),(4505,3082),(7447,2840),(4050,5202),(1371,5819),(7232,7132),(1670,2913),(11589,7311),(13121,5328),(9198,1642),(3657,7110),(4108,738),(12028,193),(11804,2146)
1,(8659,258),(5581,4473),(9559,5276),(4317,3140),(7440,2590),(4050,5202),(1621,5829),(6981,7139),(1422,2939),(11616,7560),(13221,5303),(9198,1892),(3908,7110),(4358,738),(12278,184),(11554,2153)
2,(8551,266),(5607,4188),(9162,5256),(4122,3239),(7436,2304),(3969,5207),(1907,5851),(6803,7144),(1137,2970),(11646,7844),(13409,5484),(9198,2178),(4194,7110),(4643,738),(12563,175),(11270,2173)
3,(8262,325),(5604,4239),(9518,5274),(4518,2934),(7449,1976),(3641,5227),(2234,5880),(7131,7135),(811,3004),(11646,7848),(13605,5747),(9188,2505),(4522,7110),(4971,738),(12892,164),(10968,2300)
4,(8262,682),(5585,4356),(9162,5256),(4495,3149),(7440,2196),(3661,5226),(2588,5912),(7380,7020),(803,3005),(11609,7494),(13817,6033),(9190,2466),(4878,7110),(5327,738),(12969,449),(10639,2438)
5,(8262,1013),(5505,4643),(9162,4924),(4405,2929),(7438,2528),(3993,5205),(2919,5942),(7380,6688),(1133,2970),(11574,7164),(14016,6299),(8992,2343),(4833,7110),(5660,738),(12974,585),(10333,2566)
6,(7434,270),(5296,4773),(9162,4700),(4105,2916),(7447,2828),(4117,5039),(2973,5947),(7380,6387),(1431,2938),(11273,7168),(14195,6540),(8692,2349),(4629,7000),(5704,738),(12964,285),(10318,2573)
7,(8262,950),(5576,4657),(9162,5062),(3805,3004),(7452,2988),(4344,5222),(2611,5914),(7380,6503),(1793,2900),(10911,7173),(14412,6831),(8328,2356),(4579,6641),(5341,738),(12720,169),(10653,2432)
8,(8262,623),(5708,4769),(9164,5391),(4518,2934),(7378,3089),(4671,5188),(2284,5885),(7380,6831),(1769,2598),(10582,7177),(14228,6584),(8522,2352),(4535,6315),(5013,738),(12392,180),(10956,2305)
9,(7434,270),(5850,4597),(9169,5726),(3516,3330),(7211,3379),(4923,5258),(1951,5855),(7418,7129),(1715,2267),(10343,7181),(14028,6315),(8857,2346),(4546,6400),(4677,738),(12058,192),(11265,2176)
10,(7921,280),(5634,4860),(9175,6066),(3698,3330),(7073,3690),(4841,5184),(1612,5828),(7757,7137),(1589,2022),(10683,7176),(13824,6043),(8262,2358),(4592,6737),(4337,738),(11880,360),(11601,2151)
11,(7616,273),(5618,5166),(9126,6316),(4005,3340),(7063,3722),(4536,5202),(1306,5817),(7380,7128),(1283,2044),(10989,7172),(13642,5797),(9198,2033),(4634,7040),(4032,738),(11880,665),(11908,2143)
