1	0	298	303
1	1	105	117
1	2	83	77
1	3	203	189
1	4	193	237
1	5	79	99
1	6	66	65
1	7	28	21
1	8	210	192
1	9	20	1
1	10	78	76
1	11	271	241
1	12	29	26
1	13	290	291
1	14	305	306
1	15	252	250
1	0	298	303
1	1	105	117
1	2	83	77
1	3	189	190
1	4	193	237
1	5	79	99
1	6	66	65
1	7	28	21
1	8	210	192
1	9	20	1
1	10	78	76
1	11	271	241
1	12	29	26
1	13	290	291
1	14	305	306
1	15	252	250
1	0	298	303
1	1	105	117
1	2	83	77
1	3	189	190
1	4	193	237
1	5	79	99
1	6	66	65
1	7	28	21
1	8	210	192
1	9	20	1
1	10	76	78
1	11	271	241
1	12	29	26
1	13	290	291
1	14	305	306
1	15	252	250
1	0	298	303
1	1	117	124
1	2	83	77
1	3	189	190
1	4	193	237
1	5	79	99
1	6	66	65
1	7	28	21
1	8	210	192
1	9	20	1
1	10	76	78
1	11	271	241
1	12	29	26
1	13	290	291
1	14	305	306
1	15	252	250
1	0	298	303
1	1	117	124
1	2	83	77
1	3	189	190
1	4	193	237
1	5	99	92
1	6	66	65
1	7	28	21
1	8	210	192
1	9	20	1
1	10	76	78
1	11	271	241
1	12	29	26
1	13	290	291
1	14	305	306
1	15	252	250
1	0	298	303
1	1	117	124
1	2	83	77
1	3	189	190
1	4	193	237
1	5	99	92
1	6	66	65
1	7	28	21
1	8	210	192
1	9	20	1
1	10	78	39
1	11	271	241
1	12	29	26
1	13	290	291
1	14	305	306
1	15	252	250
1	0	298	303
1	1	117	124
1	2	83	77
1	3	189	190
1	4	193	237
1	5	99	92
1	6	65	61
1	7	28	21
1	8	210	192
1	9	20	1
1	10	78	39
1	11	271	241
1	12	29	26
1	13	290	291
1	14	305	306
1	15	252	250
1	0	303	298
1	1	117	124
1	2	83	77
1	3	189	190
1	4	193	237
1	5	99	92
1	6	65	61
1	7	28	21
1	8	210	192
1	9	20	1
1	10	78	39
1	11	271	241
1	12	29	26
1	13	290	291
1	14	305	306
1	15	252	250
1	0	303	298
1	1	124	142
1	2	83	77
1	3	189	190
1	4	193	237
1	5	99	92
1	6	65	61
1	7	28	21
1	8	210	192
1	9	20	1
1	10	78	39
1	11	271	241
1	12	29	26
1	13	290	291
1	14	305	306
1	15	252	250
1	0	303	298
1	1	124	142
1	2	83	77
1	3	190	177
1	4	193	237
1	5	99	92
1	6	65	61
1	7	28	21
1	8	210	192
1	9	20	1
1	10	78	39
1	11	271	241
1	12	29	26
1	13	290	291
1	14	305	306
1	15	252	250
1	0	303	298
1	1	124	142
1	2	83	77
1	3	190	177
1	4	193	237
1	5	92	81
1	6	65	61
1	7	28	21
1	8	210	192
1	9	20	1
1	10	78	39
1	11	271	241
1	12	29	26
1	13	290	291
1	14	305	306
1	15	252	250
1	0	303	298
1	1	124	142
1	2	83	77
1	3	190	177
1	4	237	264
1	5	92	81
1	6	65	61
1	7	28	21
1	8	210	192
1	9	20	1
1	10	78	39
1	11	271	241
1	12	29	26
1	13	290	291
1	14	305	306
1	15	252	250
1	0	303	298
1	1	124	142
1	2	83	77
1	3	190	177
1	4	237	264
1	5	92	81
1	6	65	61
1	7	21	28
1	8	210	192
1	9	20	1
1	10	78	39
1	11	271	241
1	12	29	26
1	13	290	291
1	14	305	306
1	15	252	250
1	0	303	298
1	1	124	142
1	2	83	77
1	3	190	177
1	4	237	264
1	5	92	81
1	6	65	61
1	7	21	28
1	8	210	192
1	9	20	1
1	10	78	39
1	11	271	241
1	12	29	26
1	13	290	291
1	14	305	306
1	15	250	227
1	0	303	298
1	1	124	142
1	2	77	83
1	3	190	177
1	4	237	264
1	5	92	81
1	6	65	61
1	7	21	28
1	8	210	192
1	9	20	1
1	10	78	39
1	11	271	241
1	12	29	26
1	13	290	291
1	14	305	306
1	15	250	227
1	0	303	298
1	1	124	142
1	2	77	83
1	3	177	190
1	4	237	264
1	5	92	81
1	6	65	61
1	7	21	28
1	8	210	192
1	9	20	1
1	10	78	39
1	11	271	241
1	12	29	26
1	13	290	291
1	14	305	306
1	15	250	227
1	0	303	298
1	1	142	124
1	2	77	83
1	3	177	190
1	4	237	264
1	5	92	81
1	6	65	61
1	7	21	28
1	8	210	192
1	9	20	1
1	10	78	39
1	11	271	241
1	12	29	26
1	13	290	291
1	14	305	306
1	15	250	227
1	0	303	298
