1	2	0
1	35	0
2	1	0
2	5	0
2	21	5
3	4	0
3	6	1
3	13	2
4	3	0
4	5	0
4	15	0
5	2	0
5	4	0
5	16	0
6	3	1
6	8	2
6	18	1
7	10	1
7	11	0
7	27	4
8	6	1
8	11	0
8	22	5
9	12	0
9	14	0
10	7	3
10	12	3
10	30	2
11	7	0
11	8	0
11	20	0
12	9	0
12	10	3
12	26	5
13	3	2
13	18	3
13	23	3
14	9	0
14	32	0
14	33	0
15	4	0
15	16	0
15	25	0
16	5	0
16	15	0
16	17	0
17	16	0
17	24	1
18	6	2
18	13	3
18	29	2
19	20	2
19	28	2
20	11	0
20	19	1
20	34	2
21	2	5
21	24	5
21	37	5
21	45	6
22	8	4
22	28	4
22	29	4
22	50	4
23	13	3
23	25	2
23	29	2
23	42	3
24	17	1
24	21	5
24	25	0
24	49	0
25	15	0
25	23	2
25	24	0
25	44	3
26	12	5
26	30	4
26	33	4
27	7	3
27	30	4
27	31	3
27	57	4
28	19	3
28	22	4
28	34	3
29	18	3
29	22	4
29	23	3
29	51	4
30	10	4
30	26	4
30	27	3
30	60	4
31	27	3
31	34	0
31	53	0
32	14	0
32	33	0
32	36	0
33	14	0
33	26	4
33	32	0
33	38	5
34	20	1
34	28	4
34	31	0
34	54	0
35	1	0
35	40	0
36	32	0
36	38	0
36	43	1
37	21	5
37	39	0
38	33	5
38	36	0
38	46	0
39	37	0
39	40	0
39	77	0
40	35	0
40	39	0
40	79	5
41	42	1
41	47	1
42	23	2
42	41	1
42	52	2
43	36	1
43	46	0
43	67	5
44	25	3
44	47	2
44	48	2
44	84	3
45	21	5
45	49	0
45	81	20
46	38	0
46	43	0
46	62	0
47	41	1
47	44	2
47	52	1
48	44	2
48	49	0
48	61	5
49	24	0
49	45	0
49	48	0
49	63	0
50	22	3
50	51	4
50	56	4
51	29	5
51	50	4
51	52	4
51	83	4
52	42	1
52	47	1
52	51	5
52	88	0
53	31	0
53	55	1
53	57	1
54	34	0
54	55	0
54	56	0
54	87	0
55	53	1
55	54	0
55	64	0
56	50	4
56	54	0
56	91	0
57	27	4
57	53	1
57	58	5
57	68	1
58	57	5
58	59	4
58	65	4
59	58	4
59	60	5
59	65	5
60	30	4
60	59	5
60	62	5
60	69	4
60	82	5
61	48	5
61	63	4
61	78	4
62	46	0
62	60	5
62	66	5
63	49	0
63	61	4
64	55	0
64	72	0
65	58	4
65	59	5
65	69	5
65	70	2
66	62	5
66	67	5
66	71	4
67	43	5
67	66	5
67	92	6
68	57	1
68	70	1
69	60	5
69	65	5
69	74	2
69	93	1
70	65	2
70	68	1
70	75	2
71	66	4
71	73	4
72	64	0
72	75	3
73	71	4
73	89	4
74	69	2
74	76	1
75	70	2
75	72	3
75	90	3
76	74	1
76	98	3
77	39	0
77	79	159
77	81	0
78	61	4
78	84	4
78	85	3
79	40	5
79	77	160
79	237	0
80	93	2
80	96	2
80	100	2
81	45	19
81	77	0
81	86	1
82	60	4
82	89	4
82	93	3
83	51	4
83	88	1
83	91	0
83	108	0
84	44	3
84	78	4
84	88	4
84	116	3
85	78	3
85	86	3
85	122	3
86	81	1
86	85	3
86	137	0
87	54	0
87	90	2
87	91	1
87	106	5
88	52	0
88	83	1
88	84	3
88	115	5
89	73	4
89	82	4
89	95	4
90	75	3
90	87	2
90	98	3
90	99	3
91	56	0
91	83	0
91	87	1
91	107	1
92	67	5
92	94	5
92	111	6
93	69	2
93	80	2
93	82	3
93	100	3
94	92	5
94	97	4
94	109	4
95	89	4
95	97	4
95	102	4
96	80	2
96	98	3
96	104	3
97	94	4
97	95	4
97	102	5
98	76	3
98	90	3
98	96	3
98	101	3
99	90	3
99	101	3
99	105	4
100	80	2
100	93	3
100	132	3
101	98	3
101	99	3
101	103	3
101	110	4
102	95	4
102	97	5
102	113	0
103	101	3
103	104	3
103	112	3
104	96	3
104	103	3
104	124	4
105	99	4
105	106	5
106	87	5
106	105	5
106	107	5
106	118	5
106	120	6
107	91	1
107	106	5
107	108	0
107	114	5
108	83	0
108	107	0
108	117	1
109	94	4
109	111	5
109	113	0
110	101	4
110	112	4
110	118	5
111	92	5
111	109	5
111	128	6
112	103	3
112	110	4
112	121	4
113	102	0
113	109	0
113	131	0
114	107	5
114	117	0
114	140	5
115	88	4
115	116	5
115	117	0
115	138	0
116	84	4
116	115	4
116	123	3
117	108	1
117	114	0
117	115	0
117	139	2
118	106	5
118	110	5
118	119	5
118	125	5
118	134	5
119	118	5
119	121	5
119	127	5
120	106	5
120	126	6
121	112	4
121	119	5
121	129	4
122	85	3
122	123	3
123	116	3
123	122	3
123	141	2
124	104	4
124	129	3
124	135	4
125	118	5
125	127	5
125	143	4
126	120	5
126	146	6
127	119	5
127	125	5
127	133	4
128	111	5
128	130	18
128	157	0
129	121	4
129	124	3
129	133	4
130	128	18
130	131	0
130	158	0
131	113	0
131	130	0
131	132	0
131	167	0
132	100	3
132	131	0
