17	2	10000000
1	2	27
1	3	36
1	4	17
1	5	11
1	6	24
1	7	31
1	8	44
1	9	40
1	10	30
1	11	20
1	12	25
1	13	21
1	14	21
1	15	18
1	16	27
1	17	36
2	3	31
2	4	27
2	5	38
2	6	51
2	7	58
2	8	71
2	9	67
2	10	57
2	11	47
2	12	52
2	13	48
2	14	21
2	15	41
2	16	52
2	17	61
3	4	19
3	5	33
3	6	27
3	7	32
3	8	45
3	9	64
3	10	53
3	11	47
3	12	61
3	13	57
3	14	52
3	15	48
3	16	56
3	17	63
4	5	14
4	6	27
4	7	34
4	8	47
4	9	49
4	10	39
4	11	29
4	12	42
4	13	38
4	14	38
4	15	29
4	16	38
4	17	44
5	6	13
5	7	20
5	8	33
5	9	35
5	10	25
5	11	15
5	12	33
5	13	32
5	14	32
5	15	15
5	16	24
5	17	30
6	7	9
6	8	21
6	9	37
6	10	26
6	11	26
6	12	43
6	13	45
6	14	45
6	15	28
6	16	29
6	17	38
7	8	13
7	9	32
7	10	32
7	11	35
7	12	47
7	13	52
7	14	52
7	15	35
7	16	33
7	17	42
8	9	19
8	10	30
8	11	39
8	12	50
8	13	65
8	14	65
8	15	48
8	16	44
8	17	40
9	10	11
9	11	20
9	12	31
9	13	54
9	14	61
9	15	34
9	16	25
9	17	21
10	11	10
10	12	20
10	13	43
10	14	51
10	15	24
10	16	14
10	17	13
11	12	18
11	13	36
11	14	41
11	15	14
11	16	9
11	17	18
12	13	23
12	14	46
12	15	25
12	16	14
12	17	23
13	14	27
13	15	22
13	16	33
13	17	42
14	15	39
14	16	48
14	17	57
15	16	11
15	17	20
16	17	9
