100	42	50
100	59	54
100	60	43
100	61	22
100	62	40
100	63	51
100	65	51
100	66	22
100	67	18
100	68	34
100	69	25
100	70	44
100	71	21
100	72	19
100	73	28
101	1	27
101	2	44
101	3	17
101	4	11
101	5	27
101	6	42
101	10	20
101	11	25
101	12	21
101	13	21
101	14	18
101	15	27
101	17	43
101	18	55
102	12	41
102	17	22
102	18	16
102	19	24
102	20	20
102	21	20
102	25	50
102	27	20
102	64	44
103	21	57
103	22	35
103	27	34
103	28	24
103	31	34
103	33	20
103	64	58
104	36	27
104	37	30
104	38	28
104	39	26
104	40	15
104	41	9
104	43	27
104	44	50
104	73	50
105	49	41
105	50	20
105	51	31
105	52	31
105	53	19
105	54	22
105	55	38
1	2	31
1	3	27
1	4	49
1	12	52
1	13	21
1	14	41
2	3	19
2	5	27
2	6	32
2	10	47
2	14	50
2	56	32
2	57	45
3	4	14
3	10	30
3	14	31
4	5	13
4	6	20
4	9	28
4	10	15
4	14	15
4	15	25
4	16	30
5	6	9
5	7	21
5	9	26
5	10	26
5	14	28
5	15	29
6	7	13
6	9	32
6	15	33
6	56	26
6	57	21
7	8	19
7	57	26
8	9	11
8	10	20
8	15	33
8	16	21
8	62	26
9	10	10
9	11	20
9	14	29
9	15	14
9	16	13
9	62	22
10	11	18
10	14	14
10	15	9
10	16	20
11	12	23
11	15	14
11	62	30
12	13	27
12	14	22
12	17	26
14	15	11
15	16	9
15	62	30
16	61	42
16	62	19
16	63	34
17	19	30
17	20	46
17	27	42
18	19	39
18	20	44
18	21	58
18	27	29
18	63	32
18	64	30
18	65	43
19	20	15
19	21	40
19	22	54
19	25	50
19	27	46
20	21	25
20	22	36
20	23	43
20	25	28
20	26	27
20	27	41
21	22	9
21	23	21
21	24	52
21	25	19
21	27	21
22	23	19
22	25	27
22	26	46
22	27	20
23	24	20
23	25	22
24	25	20
24	26	33
25	26	13
25	27	52
27	28	32
27	65	50
28	30	48
28	31	11
28	32	62
28	33	21
28	65	29
29	30	17
29	31	9
29	32	34
29	33	40
29	64	31
29	65	29
29	67	42
29	68	23
29	69	43
30	31	18
30	32	11
30	33	53
30	34	10
30	35	25
30	65	57
30	67	50
30	69	42
30	70	27
30	71	54
31	33	21
31	64	39
31	65	40
31	68	32
31	69	59
31	70	56
32	33	42
32	34	7
32	35	34
32	70	38
34	35	15
35	36	29
35	37	32
35	68	50
35	69	36
35	70	20
35	71	35
35	72	62
36	37	20
36	38	44
36	40	50
36	41	31
36	42	49
36	70	38
36	71	30
36	73	54
37	38	17
37	39	52
37	40	42
37	41	45
38	39	19
38	41	50
39	40	18
39	41	41
40	41	29
40	42	38
40	43	29
41	42	21
41	43	26
41	71	43
41	72	38
41	73	36
42	43	29
42	44	38
42	72	27
42	73	23
43	44	20
43	73	44
44	45	20
44	46	22
44	47	38
44	60	47
45	46	15
45	47	11
45	49	42
45	51	30
46	47	18
46	48	25
46	49	28
46	50	36
46	51	19
46	52	36
46	53	58
46	60	59
47	48	9
47	49	23
47	50	40
47	51	19
48	49	17
48	51	20
49	50	15
49	51	15
49	53	38
50	51	22
50	52	27
50	53	22
50	55	60
50	58	64
51	52	20
51	53	28
51	54	50
51	58	42
52	53	18
52	55	35
52	57	50
52	58	30
52	59	48
53	55	26
53	57	44
53	58	46
54	55	14
54	56	53
54	57	33
54	58	58
55	56	28
56	57	13
58	59	21
58	60	37
58	61	41
58	62	45
59	60	17
59	61	23
59	62	29
60	62	33
60	66	62
60	72	39
60	73	34
61	62	19
61	66	26
61	67	35
61	69	62
61	72	50
61	73	50
62	63	41
62	66	42
62	67	51
63	64	27
63	65	22
63	66	19
63	67	32
63	68	39
63	69	50
64	65	18
64	66	34
64	67	37
65	66	23
65	67	30
65	68	26
65	69	37
66	67	13
66	68	34
66	69	30
66	70	50
66	71	42
66	72	60
67	68	22
67	69	22
67	70	31
67	71	36
67	72	38
67	73	54
68	69	16
68	70	24
68	71	46
68	72	49
69	70	11
69	71	20
69	72	30
69	73	42
70	71	17
70	73	54
71	72	19
71	73	31
72	73	13
