-4.81667E-4	-2.06455	-0.15584	1.30937	-4.70239	-1.41933
-6.47147E-4	-2.06455	-0.16907	1.30937	6.84366	-1.53362
-5.80056E-4	-1.44236	-0.0941	0.63475	-4.70239	1.32374
-3.50233E-4	-2.06455	-0.27051	-0.37717	2.99497	0.86656
1.7008E-4	-2.06455	0.25431	-0.71448	-4.70239	0.86656
-3.86877E-5	-2.06455	-0.26169	0.97206	-4.70239	-0.0478
4.2417E-4	0.42422	-0.05441	-1.05179	-4.70239	-0.50497
-4.96549E-4	-2.06455	-0.19112	0.97206	2.99497	-0.0478
3.4209E-4	-0.19797	-0.00148	1.30937	2.99497	0.29509
-6.04566E-5	-2.06455	-0.10733	0.29744	-4.70239	0.86656
-1.01383E-5	0.42422	0.06026	-1.05179	2.99497	-0.73356
-3.25966E-4	-2.06455	-0.15584	-0.03986	-4.70239	1.32374
-9.65002E-5	0.42422	-0.02794	-2.06371	-4.70239	0.18079
-5.00831E-4	-2.06455	-0.19994	-0.37717	-4.70239	-1.07645
1.80786E-4	-0.19797	-0.0941	-0.03986	10.69234	0.18079
-7.02818E-4	-2.06455	-0.0941	0.29744	-12.39975	0.86656
3.8313E-4	-0.82017	0.01616	1.30937	2.99497	0.18079
-3.29785E-4	-2.68675	-0.33225	-1.05179	-4.70239	-0.61927
-6.3537E-4	-2.68675	-0.41163	-1.72641	-4.70239	-0.27638
-4.66572E-4	-0.19797	-0.04559	1.30937	2.99497	-1.41933
4.66994E-4	1.04642	-0.06764	-0.71448	10.69234	-1.9908
-6.38939E-4	1.04642	-0.14702	-0.37717	-12.39975	-1.87651
-5.24385E-4	2.913	0.17934	-0.37717	2.99497	0.18079
-6.3537E-4	1.66861	0.01616	1.64668	2.99497	-0.50497
-6.27876E-4	4.77959	0.39544	3.33322	2.99497	-0.73356
4.00259E-4	0.42422	0.00734	-0.71448	10.69234	-2.44798
9.48943E-6	0.42422	-0.01471	-1.05179	2.99497	-0.0478
4.72347E-4	1.04642	0.06908	-0.37717	-4.70239	0.18079
3.47443E-4	0.42422	0.01175	0.29744	2.99497	-0.96215
4.18817E-4	0.42422	0.02939	0.63475	-4.70239	0.52368
2.34073E-5	0.42422	0.09995	0.29744	2.99497	-0.27638
5.23736E-4	1.04642	0.02498	-0.03986	2.99497	-0.16209
-2.62087E-4	-2.68675	-0.2661	-2.73833	-12.39975	-0.0478
-3.25966E-4	-0.19797	-0.05882	-1.72641	2.99497	0.40938
8.27073E-4	1.04642	-0.06764	-0.03986	-12.39975	1.09515
8.27073E-4	1.04642	-0.02353	-0.03986	-4.70239	0.52368
-8.2344E-4	4.77959	0.21021	2.99591	-4.70239	0.75227
1.06914E-4	-0.19797	0.25431	-1.3891	2.99497	0.52368
-6.98536E-4	-2.68675	-0.50425	-2.06371	33.78443	0.29509
3.80388E-5	-0.82017	0.02057	-5.77411	2.99497	1.66662
-4.25175E-4	-1.44236	-0.2661	1.64668	-4.70239	-0.0478
-4.9869E-4	-0.19797	-0.19112	1.64668	2.99497	-0.0478
-4.64788E-4	-0.19797	-0.04118	1.30937	-12.39975	0.98085
3.24604E-4	2.29081	0.08231	0.29744	10.69234	0.98085
1.80786E-4	0.42422	-0.0103	0.97206	4.53445	-0.16209
6.05815E-4	0.42422	0.05585	-0.71448	2.99497	-0.96215
-4.2803E-4	0.42422	0.0779	-0.71448	-4.70239	-0.73356
-8.48777E-4	4.15739	0.27636	-1.05179	-12.39975	0.18079
-5.00831E-4	3.5352	0.54098	1.64668	2.99497	-0.27638
5.08033E-4	0.42422	-0.0941	0.97206	-4.70239	0.0665
-3.25966E-4	4.77959	0.9379	1.64668	6.84366	-0.0478
-4.51584E-4	-0.82017	-0.16466	-0.37717	10.69234	1.09515
2.4752E-4	-0.19797	-0.14702	-0.03986	-4.70239	-0.16209
-6.08605E-4	5.40178	0.21903	0.97206	-4.70239	0.98085
6.12953E-4	0.42422	-0.02353	-2.73833	10.69234	-0.39068
-5.97186E-4	-0.82017	0.02057	-2.73833	-12.39975	1.89521
4.88049E-4	4.77959	0.40867	0.63475	-10.09055	1.32374
-3.19899E-4	-2.68675	-0.14702	-1.3891	0.68577	0.18079
6.53992E-4	1.04642	0.01616	0.63475	-13.93923	-1.19074
2.4752E-4	0.42422	-0.00148	1.30937	-3.16292	-0.16209
2.4752E-4	0.42422	-0.00148	1.30937	-3.16292	-0.16209
0.00112	-0.19797	-0.10292	1.30937	6.84366	0.29509
5.77266E-4	-0.19797	-0.07205	1.98399	10.69234	0.18079
-6.2966E-4	-2.06455	-0.12056	-1.3891	-6.24186	-4.1624
-3.70218E-4	-2.06455	-0.11615	-1.05179	-0.08397	0.18079
3.4209E-4	-0.19797	-0.02794	-1.05179	-4.70239	-0.96215
0.00122	2.29081	0.15728	-0.03986	-4.70239	0.29509
0.00133	1.66861	0.122	0.29744	-4.70239	1.78092
0.00148	6.02397	0.47041	5.01976	6.84366	0.98085
2.34073E-5	6.64617	0.66887	5.01976	-4.70239	1.20944
7.78896E-4	5.40178	0.28518	3.67053	2.99497	-0.0478
2.4752E-4	7.26836	0.0779	1.64668	-4.70239	2.92386
-6.08605E-4	-2.06455	-0.1382	0.97206	48.40943	0.18079
6.12953E-4	-2.06455	-0.16466	-1.3891	-4.70239	0.40938
7.70331E-4	-0.19797	0.01175	-0.03986	-9.32081	-0.16209
-4.30528E-4	-2.06455	-0.14702	-0.71448	-4.70239	-1.41933
-5.02616E-4	-2.06455	-0.08528	0.29744	-4.70239	-1.76221
-2.75291E-4	-2.68675	-0.13379	-0.03986	25.31733	1.09515
5.9725E-4	6.64617	0.25431	4.00784	-7.78134	0.52368
-5.82554E-4	1.66861	0.07349	4.00784	1.4555	2.00951
-4.59078E-4	-2.06455	-0.17348	-0.37717	18.3897	0.52368
8.15653E-4	0.42422	0.00293	1.98399	2.99497	-0.39068
-6.81049E-4	-1.44236	-0.27933	-1.3891	10.69234	-0.27638
4.72347E-4	-1.44236	-0.01912	-1.05179	1.4555	-0.39068
-7.2994E-4	-1.44236	-0.19553	-0.03986	2.99497	-0.84786
4.31307E-4	-1.44236	-0.03677	-0.71448	-5.47213	0.18079
4.31307E-4	4.77959	0.43072	5.69438	-7.78134	0.40938
5.12429E-5	-2.06455	0.04703	-2.73833	4.53445	-0.27638
-8.01314E-4	-1.44236	0.13082	-3.41295	1.4555	0.40938
-5.70064E-4	-2.06455	-0.19553	-0.37717	-0.85371	-0.39068
-7.87396E-4	-1.44236	-0.05441	-2.06371	2.99497	-0.39068
0.00129	-2.06455	-0.08969	0.97206	2.99497	-1.9908
-5.83625E-4	-4.55333	-0.03236	-0.37717	-4.70239	1.20944
-4.09116E-4	-3.93114	-0.03236	-0.37717	2.99497	-0.39068
2.57512E-4	-2.06455	-0.00589	0.63475	-3.93265	-1.41933
-6.62849E-4	-2.68675	0.01616	-2.40102	-4.70239	-0.16209
-7.01034E-4	-2.68675	0.07349	-2.40102	-4.70239	-0.39068
1.34393E-4	-1.44236	0.03821	-0.71448	1.4555	1.20944
6.12953E-4	-1.44236	0.04262	-0.37717	1.4555	-0.61927
0.00148	-1.44236	-0.11615	-2.40102	5.30418	-1.41933
5.08033E-4	-1.44236	-0.16907	-1.72641	-4.70239	-2.33369
1.06914E-4	1.04642	-0.08087	-1.05179	-4.70239	1.20944
0.00104	2.29081	0.1617	-2.40102	-6.24186	0.0665
