10,0.792315067,0.045477194
0,(8058,283),(5763,4703),(9365,5266),(4315,2925),(7452,2988),(7410,7328),(11775,7142),(3549,6910),(11941,1939),(2106,4468)
1,(7865,279),(5634,4860),(9557,5276),(4121,2916),(7444,2980),(7440,7519),(11967,7122),(3586,6721),(11932,1746),(2123,4661)
2,(7578,273),(5702,4776),(9162,5256),(4192,3134),(7475,3265),(7419,7387),(12254,7093),(3642,6438),(11917,1458),(1844,4725)
3,(7425,480),(5626,4861),(9492,5273),(4503,3103),(7452,2988),(7288,7130),(12606,7056),(3710,6091),(11900,1104),(1633,4772)
4,(7325,725),(5511,4639),(9162,5256),(4678,2931),(7607,3626),(6957,7140),(12934,7022),(3477,5990),(11883,774),(1955,4700)
5,(6957,745),(5217,4858),(9162,4886),(5046,2916),(7659,3399),(6588,7135),(11574,7164),(3109,5959),(11880,406),(2148,4856)
6,(6898,748),(5242,4827),(9068,4662),(4518,2934),(7843,3138),(6689,7141),(12984,7017),(3400,5984),(11880,308),(2132,4726)
7,(7225,730),(5508,4641),(8741,4662),(5532,3232),(7664,3392),(6750,7412),(12659,7050),(3510,7110),(11880,636),(2100,4400)
8,(7419,630),(5634,4860),(8460,4662),(5482,3149),(7505,3612),(6750,7693),(12379,7080),(3671,6287),(11890,916),(2059,4122)
9,(7434,270),(5346,4572),(8099,4662),(5491,2926),(7474,3253),(6847,7956),(12021,7117),(3602,6640),(11908,1276),(1988,3769)
10,(6984,270),(4991,4482),(8513,4662),(5531,2519),(7343,3137),(7297,7956),(11574,7164),(3515,7082),(11931,1726),(1901,3327)
11,(6785,270),(5634,4860),(8713,4662),(5526,2359),(7390,3073),(7496,7958),(11374,7166),(3513,7280),(11941,1925),(1863,3131)
12,(6336,288),(5325,4572),(9162,5256),(5540,2808),(7785,2904),(7945,7969),(10926,7173),(3524,7730),(11720,2148),(1858,3105)
13,(6099,288),(5634,4860),(9193,4425),(5674,2926),(8020,2934),(8052,7972),(10687,7176),(3526,7835),(11481,2155),(1904,3339)
14,(5866,288),(5632,4899),(9182,4124),(4518,2934),(8118,2749),(7750,7964),(10385,7180),(3519,7534),(11334,2280),(1818,2898)
15,(6210,288),(5592,5218),(9162,5256),(5632,2923),(8118,2840),(7406,7956),(10550,7178),(3511,7189),(11547,2453),(2029,3973)
16,(6543,400),(5206,5280),(9618,4420),(5215,2934),(7452,2988),(6985,7956),(10970,7172),(3851,7110),(11969,2465),(1965,4266)
17,(6598,629),(5059,5460),(9853,4435),(5043,2841),(7583,2955),(7380,7128),(11206,7169),(4085,7110),(11735,2458),(1730,4266)
18,(6531,968),(5634,4860),(9804,4432),(5011,2628),(7247,2897),(6750,7596),(11565,7164),(4444,7110),(11376,2448),(1371,4266)
19,(6408,1276),(5634,4860),(9473,4410),(5097,2922),(6932,2803),(6750,7265),(11500,6850),(4626,6979),(11272,2173),(1261,4028)
20,(6534,961),(5634,4860),(9189,4457),(4894,2922),(6730,2849),(6971,7139),(11422,6516),(4579,6640),(10957,2305),(1245,3800)
21,(6595,621),(5084,5018),(9162,4816),(4630,3027),(7452,2988),(7332,7129),(11341,6164),(4530,6282),(10624,2445),(1270,4161)
22,(6525,325),(5010,5188),(9162,5120),(4518,2934),(6816,2937),(7636,7134),(11275,5868),(4546,6402),(10344,2562),(1475,4266)
23,(6800,270),(5333,5205),(8974,5249),(4392,3345),(7452,2988),(7959,7143),(11204,5552),(4590,6723),(10330,2568),(1800,4266)
24,(7174,270),(5620,5127),(8598,5236),(4638,3206),(7452,2988),(8082,6875),(11161,5361),(4641,7095),(10675,2423),(2070,4180)
25,(7445,270),(5637,4860),(8328,5227),(4626,2936),(6754,2766),(7380,7128),(11220,5625),(4389,7110),(10924,2318),(2017,3915)
26,(7806,278),(5997,4860),(7968,5227),(4465,3148),(7108,2839),(7380,7128),(11299,5978),(4028,7110),(11257,2179),(1886,3647)
27,(8131,285),(6324,4860),(7641,5245),(4518,2934),(7408,2968),(8477,6316),(11371,6296),(3702,7110),(11579,2152),(1564,3695)
28,(8262,483),(6165,4860),(7551,5249),(3996,2928),(7443,2709),(8461,6609),(11445,6614),(3376,7110),(11905,2143),(2088,4266)
29,(8262,817),(5832,4860),(7886,5232),(3816,3084),(7452,2988),(8158,6611),(11521,6939),(3042,7110),(12239,2127),(1572,3694)
30,(8262,1142),(5634,4860),(8210,5223),(3930,3335),(7756,2340),(8114,6340),(11584,7258),(2717,7110),(12564,2111),(1893,3646)
31,(8262,1092),(5278,5168),(8602,5236),(4518,2934),(8148,2354),(7783,6273),(11625,7648),(2325,7094),(12956,2092),(2025,3952)
32,(8262,774),(5399,4968),(8922,5247),(4113,3448),(8278,2152),(7464,6266),(11659,7966),(2204,7083),(12825,2099),(2088,4266)
33,(8262,494),(5401,4967),(9162,5295),(4138,3728),(8262,1906),(7380,6458),(11639,7775),(3510,7110),(12545,2112),(2033,3991)
34,(8417,276),(5160,4985),(9168,5658),(4140,4090),(7901,1895),(7380,6820),(11600,7414),(2492,7472),(12183,2130),(2088,4266)
35,(8724,253),(5285,5202),(9174,5965),(4140,4170),(7849,1893),(7380,7128),(11561,7110),(2499,7778),(11948,2067),(1658,3681)
36,(8442,274),(5634,4860),(9179,6295),(4140,3840),(8180,1904),(7380,6798),(11486,6788),(2709,7902),(11931,1737),(1332,3730)
37,(7960,281),(6099,5220),(8720,6306),(4104,3358),(8268,2272),(7380,6315),(11574,7164),(3191,7902),(11907,1254),(850,3760)
38,(7717,276),(6340,5220),(9162,5256),(3873,3331),(8106,2352),(7390,6073),(11323,6081),(3433,7902),(11895,1012),(1012,3753)
39,(7434,270),(6118,5220),(8762,6307),(3588,3330),(7821,2342),(7405,5789),(11260,5804),(3337,7902),(11881,728),(1295,3735)
40,(7043,270),(5729,5220),(9151,6317),(3676,3330),(7452,2988),(7426,5399),(11175,5423),(2948,7902),(11880,339),(1681,3678)
41,(6760,270),(5624,5048),(9175,6062),(3836,3221),(7442,2660),(7426,5395),(11170,5401),(2663,7902),(11880,340),(2088,4266)
42,(6694,473),(5627,4999),(9170,5734),(3853,2945),(7452,2988),(7408,5723),(11242,5722),(2498,7735),(11880,669),(1899,3313)
43,(6735,629),(5626,5017),(9162,5311),(4274,2923),(7439,2564),(7386,6146),(11335,6135),(2488,7313),(11880,312),(2088,4266)
