0.264021	1269.485504
0.268645	1980.660443
0.284418	2779.804288
0.310443	3649.333099
0.345173	4566.168046
0.386741	5507.400488
0.433371	6456.054764
0.483751	7405.689385
0.537318	8362.765229
0.594382	9346.120507
0.656053	10383.45195
0.723991	11505.30411
0.800009	12737.59739
0.885623	14094.07566
0.981612	15570.15241
1.087691	17139.45433
1.202376	18753.92797
1.323045	20347.7627
1.446234	21844.70144
1.568089	23167.68313
1.684922	24249.30506
1.793763	25041.39577
1.892815	25522.09108
1.981728	25699.19365
2.06164	25609.20454
2.134977	25312.13722
2.205042	24882.93285
2.275469	24400.86417
2.349619	23938.64368
2.430048	23552.98205
2.518113	23278.07087
2.6138	23122.94099
2.715783	23072.96834
2.821715	23095.08648
2.928679	23145.64622
3.033723	23179.4453
3.134378	23158.30723
3.229066	23057.73572
3.317331	22870.57757
3.399852	22607.21103
3.478243	22292.42771
3.554692	21959.77259
3.631501	21644.54091
3.710622	21376.82635
3.793281	21175.94315
3.879749	21047.2269
3.969306	20981.72183
4.060403	20958.68649
4.150971	20950.30612
4.238834	20927.59271
4.32212	20866.25728
4.399612	20751.38585
4.470949	20580.02536
4.536663	20361.22995
4.598027	20113.6393
4.656765	19861.15564
4.714672	19627.65615
4.773231	19431.85168
4.833289	19283.34917
4.894885	19180.70816
4.957225	19111.85716
5.018842	19056.74173
5.077891	18991.613
5.132516	18894.02725
5.181223	18747.48324
5.223174	18544.70263
5.25835	18288.84485
5.287534	17992.38386
5.312131	17673.87018
5.33385	17353.25801
5.354316	17046.79718
5.374683	16762.60727
5.395345	16497.93613
5.415785	16238.77788
5.434612	15962.04623
5.449783	15639.96294
5.458961	15245.83579
5.459958	14760.06532
5.451155	14175.10921
5.431836	13498.27664
5.402348	12751.60463
5.364056	11968.61726
5.319101	11188.38527
5.269982	10447.87039
5.219052	9773.942129
5.168022	9176.610728
5.11756	8644.887497
5.067081	8146.276658
5.014763	7630.285979
4.957814	7035.624746
4.892935	6300.066019
4.816922	5371.414102
4.727283	4217.740952
4.622773	2835.095191
4.50375	1251.246654
4.372267	-475.347786
4.231885	-2261.389507
4.087237	-4008.620682
3.943392	-5616.280836
3.805141	-6994.223784
3.67631	-8074.650849
3.559226	-8820.630582
3.454417	-9230.098498
3.360598	-9334.772231
3.274942	-9194.24923
3.193595	-8886.331595
3.112333	-8495.212402
3.027257	-8099.460416
2.935407	-7761.707948
2.835189	-7521.591942
2.726564	-7392.890094
2.610953	-7365.044665
2.490906	-7408.512079
2.369595	-7482.749714
2.250227	-7545.259838
2.135484	-7560.016362
2.027101	-7503.80982
1.925631	-7369.510689
1.830455	-7165.876804
1.74	-6914.196148
1.652144	-6642.636794
1.564689	-6379.565994
1.47584	-6147.233587
1.384581	-5957.07489
1.290883	-5807.510941
1.195711	-5684.589608
1.100834	-5565.227959
1.008486	-5422.299258
0.920937	-5230.456545
0.840077	-4971.463943
0.767086	-4637.935369
0.702249	-4234.727668
0.644964	-3777.728261
0.593928	-3290.315487
0.54746	-2798.244592
0.5039	-2324.029215
0.462	-1881.984963
0.421224	-1474.960256
0.381908	-1093.429705
0.345233	-717.138046
0.313031	-318.956731
0.287454	129.843033
0.270579	653.99445
