13,0.9326,0.8519,4.3864
0,(11608.2,7485.2),(1569.1,5183.4),(11951.6,2133.5),(13661.6,5823.6),(4085.9,2065.7),(4076.9,1725.8),(5615.8,7920.0),( 809.7,2078.6),(5243.1,5030.8),(2209.8,6935.6),(7352.9,2888.9),(8214.3,7146.0),(7100.7, 270.0)
1,(11565.9,7129.3),(1902.3,5174.2),(11933.6,1774.8),(13873.3,6108.0),(4076.9,1724.0),(4076.9,1725.8),(5282.8,7933.3),( 477.1,2102.7),(5522.6,4875.9),(2424.5,6679.1),(7318.0,2854.0),(8547.7,7146.0),(7308.7, 270.0)
2,(11487.4,6794.1),(2194.9,5159.6),(11916.3,1427.8),(14084.9,6392.5),(4076.9,1724.2),(9028.5,5251.4),(4949.8,7946.6),( 476.1,2310.3),(5854.9,4860.0),(2655.1,6415.6),(7592.9,2952.8),(8881.0,7146.0),(7557.3, 272.7)
3,(11409.0,6458.8),(2141.9,4804.9),(11934.2,1786.5),(14250.2,6614.5),(4077.1,1731.6),(8932.6,5248.1),(4715.3,7947.6),( 553.4,2668.8),(6188.2,4860.0),(2885.1,6168.9),(7358.5,2946.5),(8743.7,7146.0),(7223.9, 270.0)
4,(11331.8,6120.7),(2122.4,4644.2),(12014.7,2138.9),(14485.3,6936.2),(4090.9,2094.4),(9265.6,5261.5),(4686.5,7609.7),( 645.8,3022.3),(6294.4,4860.0),(3058.2,5954.6),(7203.7,2877.7),(8410.3,7146.0),(7185.4, 270.0)
5,(11254.9,5777.7),(2082.9,4240.5),(12347.6,2122.5),(14522.0,7198.8),(4085.9,2067.5),(9598.5,5279.0),(4657.8,7271.9),( 976.5,2987.2),(5961.1,4860.0),(3114.9,5959.6),(7451.9,2986.0),(8417.0,7146.0),(6953.3, 270.0)
6,(11178.0,5434.7),(2019.4,3923.2),(12680.4,2106.2),(14480.2,7539.4),(4076.9,1725.8),(9589.3,5278.5),(4393.6,7110.0),(1308.4,2952.1),(5633.5,4858.4),(3077.9,5976.1),(7543.0,2965.3),(8384.3,7146.0),(6643.4, 275.4)
7,(11017.1,5267.4),(1808.6,3659.0),(13013.3,2089.8),(14438.4,7880.1),(4066.0,1373.7),(9580.2,5278.0),(4060.2,7110.0),(1640.2,2916.9),(5563.5,4597.2),(3064.0,5990.0),(7869.1,2908.1),(8351.7,7146.0),(6643.3, 275.0)
8,(11350.1,5281.9),(1478.6,3708.5),(13040.7,1906.3),(14215.1,8043.3),(4011.8,1048.9),(9436.9,5270.5),(3726.9,7110.0),(1972.6,2900.1),(5607.0,4202.8),(2926.0,6128.0),(8199.0,2958.2),(8319.0,7146.0),(6727.2, 598.7)
9,(11683.1,5294.4),(1242.5,3750.6),(13023.3,1566.8),(13881.8,8039.0),(3946.7, 707.0),(9446.0,5270.9),(3510.1,7112.6),(2305.9,2904.7),(5579.6,4056.1),(3036.1,6017.9),(8527.5,2931.0),(8286.3,7146.0),(6953.0, 745.7)
10,(12016.3,5307.0),(1266.4,4097.5),(13040.8,1908.2),(13548.5,8034.6),(3907.2, 614.7),(9552.9,5276.6),(3519.0,7507.2),(2639.2,2909.2),(5913.4,4050.0),(3242.6,5970.6),(8852.9,2858.7),(8240.3,7146.0),(6898.2, 748.8)
11,(12349.4,5319.6),(1044.1,4310.5),(13022.8,1558.1),(13215.2,8030.3),(3767.3, 751.6),(9882.9,5281.5),(3523.6,7708.3),(2972.5,2913.8),(6245.5,4071.6),(3575.2,5999.1),(9178.7,2787.4),(7907.1,7141.9),(6719.7, 949.2)
12,(12682.5,5332.1),( 895.5,4309.4),(13004.9,1208.0),(12881.9,8025.9),(4100.2, 738.0),(10214.0,5247.0),(3851.8,7916.7),(3301.5,2953.7),(6217.3,4068.7),(3544.8,5996.5),(9162.1,2789.4),(7573.9,7133.1),(6663.7,1173.0)
13,(13015.5,5344.7),( 836.9,3933.9),(12986.9, 857.9),(12548.6,8021.6),(4059.1, 738.0),(10368.9,5241.3),(4184.8,7931.9),(3630.3,2969.7),(6231.7,4070.2),(3294.3,5975.0),(9242.9,2777.2),(7573.9,7133.1),(6359.9,1409.2)
14,(13190.5,5558.0),(1080.8,3750.7),(12972.0, 509.5),(12215.3,8017.2),(4276.4, 738.0),(10035.8,5253.6),(4517.7,7947.0),(3961.5,2932.8),(6259.9,4073.0),(3195.6,5966.5),(9230.3,2779.2),(7382.9,7147.1),(6195.8,1437.8)
15,(13390.6,5860.1),(1410.3,3718.8),(12965.8, 330.0),(11882.0,8012.8),(3977.0, 738.0),(9979.4,5089.2),(4185.3,7931.9),(3961.5,2932.8),(6288.1,4075.8),(3178.6,5965.1),(9559.7,2727.2),(7235.3,7132.1),(6520.7,1363.8)
16,(13541.6,6087.8),(1740.3,3669.3),(12627.9, 173.1),(11662.7,7997.9),(3984.1, 738.0),(9993.8,4764.8),(3852.2,7916.7),(4195.2,2487.4),(6316.3,4078.6),(3161.5,5963.6),(9889.2,2675.2),(7542.9,7132.3),(6849.1,1348.1)
17,(13741.8,6389.9),(1957.9,3615.2),(12294.7, 184.2),(11629.2,7683.0),(4025.2, 738.0),(9883.2,4437.7),(3915.2,7919.6),(4528.3,2499.7),(6066.1,4031.1),(3011.5,5950.4),(10214.6,2616.8),(7567.9,7132.9),(6857.0,1550.0)
18,(13942.0,6692.0),(1892.5,3279.8),(11961.5, 195.3),(11626.9,7660.9),(4066.2, 738.0),(9550.6,4415.5),(3869.7,7917.5),(4608.3,2739.3),(6207.6,3957.0),(3163.4,5963.8),(10522.9,2487.5),(7525.4,7131.8),(6857.4,1545.6)
19,(14213.4,6840.0),(1937.1,3639.7),(11961.5, 195.3),(11590.9,7323.3),(4107.3, 738.0),(9218.0,4393.3),(3806.7,7914.7),(4454.7,2931.2),(6154.9,3984.6),(3146.4,5962.3),(10831.2,2358.3),(7516.6,7131.6),(6857.4,1545.6)
20,(13916.0,6864.2),(1609.1,3688.9),(11961.1, 700.7),(11316.5,7167.6),(4146.0, 738.0),(9180.0,4085.9),(3708.2,7910.2),(4362.3,2927.2),(6011.5,4207.5),(3129.3,5960.9),(11127.1,2234.2),(7383.0,7147.2),(6841.4,1713.7)
21,(14013.7,6800.4),(1639.2,3684.4),(12294.4, 695.2),(10983.2,7172.3),(4105.0, 738.0),(9177.4,3898.7),(3375.0,7902.0),(4508.5,3047.7),(6012.9,4195.6),(3394.7,5983.6),(11340.4,2305.4),(7383.0,7147.2),(6876.4,1343.5)
22,(13813.6,6498.3),(1669.2,3679.9),(12627.7, 689.7),(10649.9,7177.0),(3943.9, 700.4),(9172.3,3532.2),(3041.7,7902.0),(4206.3,3135.3),(6235.1,3942.6),(3409.6,5984.9),(11566.8,2453.8),(7383.0,7147.2),(6872.3,1009.3)
23,(13662.6,6270.5),(1699.2,3675.4),(12629.0, 689.7),(10316.6,7181.7),(3910.0, 621.4),(9177.4,3902.0),(2708.4,7902.0),(4152.0,2918.1),(6276.2,3921.0),(3392.6,5983.4),(11900.0,2463.9),(7259.1,7131.5),(7044.4,1077.6)
24,(13517.6,6051.6),(1729.2,3670.9),(12295.7, 695.2),(10284.7,7000.5),(4112.2, 738.0),(8950.6,4089.6),(2501.9,7899.1),(4485.0,2932.6),(6237.9,3941.1),(3446.5,5988.0),(12233.2,2457.4),(6925.9,7141.0),(7376.1,1111.9)
25,(13717.8,6353.7),(1399.2,3720.4),(11962.4, 700.6),(10263.1,6655.7),(4141.2, 738.0),(8986.7,4089.1),(2493.0,7504.5),(4818.2,2926.0),(6199.5,3961.2),(3773.6,6027.9),(12566.4,2446.4),(6749.9,7142.7),(7376.1,1111.9)
26,(13868.7,6581.5),(1412.8,3718.4),(11889.2, 885.5),(10355.8,6318.0),(4100.1, 738.0),(9180.0,4084.1),(2482.6,7109.9),(5054.4,2898.1),(6165.2,3979.2),(4102.8,6080.3),(12899.5,2435.5),(6742.7,6797.4),(7376.1,1111.9)
27,(14134.7,6840.0),(1742.7,3668.9),(11906.9,1239.8),(10689.1,6318.0),(4433.4, 738.0),(9174.9,3717.1),(2438.6,7105.7),(4778.9,2736.0),(6203.5,3959.1),(4420.8,6162.8),(13068.8,2441.3),(6735.7,6457.6),(7617.6,1897.0)
28,(14090.0,6840.0),(1712.7,3673.4),(11889.0, 882.8),(11022.4,6318.0),(4766.8, 738.0),(9174.9,3716.6),(2537.6,7110.0),(4770.4,2736.0),(6241.9,3939.0),(4544.1,6382.4),(13095.0,2819.6),(6742.9,6802.9),(7950.6,1897.1)
29,(14045.4,6840.0),(1682.7,3677.9),(11897.6,1053.5),(11018.2,6318.0),(5066.3, 738.0),(9174.9,3715.3),(2206.0,7083.5),(4827.8,2736.0),(6269.4,3924.6),(4593.8,6744.6),(13121.1,3197.8),(6742.8,6802.7),(7928.3,1896.4)
30,(14079.3,6840.0),(1960.1,3626.3),(11880.4, 709.1),(10933.1,6318.0),(4733.0, 738.0),(9172.3,3528.1),(1872.8,7080.5),(4882.9,2736.0),(6231.1,3944.7),(4615.8,6904.7),(13147.3,3576.0),(6742.8,6798.4),(7848.9,1894.0)
31,(14334.0,6840.0),(1889.7,3265.3),(11898.3,1067.8),(11107.6,6318.0),(4774.0, 738.0),(9172.3,3532.5),(1539.6,7089.7),(4825.6,2736.0),(6192.8,3964.7),(4566.1,6542.5),(13161.2,3776.6),(6742.8,6798.7),(7798.1,1892.4)
32,(14543.6,7023.6),(1859.7,3111.5),(11898.2,1066.4),(10843.8,6318.0),(4815.1, 738.0),(9177.4,3899.4),(1468.2,7091.7),(4768.2,2736.0),(6172.0,3975.6),(4566.8,6547.6),(13186.3,4139.6),(6742.8,6801.9),(7696.8,1891.7)
33,(14501.7,7364.2),(1858.1,3103.5),(11916.2,1425.0),(11177.1,6318.0),(4935.8, 738.0),(9177.4,3901.8),(1801.4,7082.5),(4609.4,2751.6),(6101.7,4012.4),(4472.9,6178.5),(13160.1,3761.4),(6808.6,7144.3),(7696.8,1891.7)
34,(14459.9,7704.9),(1928.5,3464.5),(11933.9,1780.3),(11383.0,6347.8),(4897.2, 738.0),(9189.2,4242.6),(2134.4,7076.7),(4933.3,2921.2),(6288.6,4075.9),(4151.4,6083.6),(13133.9,3383.2),(7141.8,7134.8),(7696.8,1891.7)
35,(14436.5,7895.4),(1750.1,3667.8),(11916.0,1421.7),(11461.4,6683.1),(4563.9, 738.0),(9188.7,4233.8),(2465.6,7108.2),(5023.0,2740.8),(6260.4,4073.0),(3825.6,6045.2),(13120.1,3182.6),(7382.2,7142.3),(7432.3,1229.8)
36,(14088.8,8041.7),(1420.1,3717.3),(11907.4,1250.0),(11539.9,7018.3),(4230.6, 738.0),(9188.6,4232.3),(2799.6,7110.0),(5190.6,2931.6),(6232.3,4070.2),(3495.2,5992.2),(13093.9,2804.4),(7430.6,7456.9),(7432.3,1229.8)
37,(13755.5,8037.3),(1242.7,3754.5),(11907.3,1248.6),(11308.5,7167.7),(3950.3, 715.3),(9189.5,4247.3),(3133.0,7110.0),(4858.2,2924.3),(6216.8,4068.7),(3163.1,5963.8),(13067.8,2427.1),(7499.1,7601.1),(7422.1, 566.8)
38,(13840.1,8038.4),(1265.3,4082.5),(11924.7,1596.7),(10975.2,7172.4),(3833.1, 441.9),(9197.9,4391.1),(3466.3,7110.0),(5014.8,2917.8),(6245.0,4071.5),(3360.9,5980.7),(13049.9,2085.6),(7427.3,7760.6),(7320.2, 270.0)
39,(14173.4,8042.8),(1119.9,3749.1),(11924.8,1598.1),(10641.9,7177.1),(3479.9, 364.8),(9138.1,4086.7),(3598.4,7110.0),(4771.9,2927.9),(6273.2,4074.3),(3693.0,6009.2),(13031.9,1735.6),(7425.7,7425.3),(7089.1, 270.0)
40,(14419.3,8035.3),( 808.7,3756.7),(11924.9,1599.4),(10308.6,7181.8),(3146.6, 369.8),(9177.2,4086.0),(3514.5,7309.1),(5011.1,2918.0),(6301.4,4077.1),(3774.4,5970.6),(13014.0,1385.5),(7425.7,7425.3),(7422.5, 270.0)
41,(14461.2,7694.6),( 755.6,3539.1),(11906.9,1240.8),(10284.6,7000.0),(2813.3, 374.8),(9177.4,3898.8),(3519.1,7510.1),(4861.9,2924.2),(6329.5,4080.0),(3425.5,5986.2),(13004.6,1201.9),(7425.7,7425.3),(7434.0, 270.9)
42,(14503.0,7354.0),( 681.7,3236.2),(11897.6,1053.1),(10263.1,6655.2),(2480.0, 379.9),(9172.3,3529.1),(3647.2,7907.4),(4906.9,2922.3),(6357.7,4082.8),(3407.9,5984.7),(12986.6, 851.8),(7425.7,7425.3),(7379.3, 270.0)
43,(14525.9,6994.1),( 769.1,3594.5),(11897.6,1053.1),(10363.7,6318.0),(2146.7, 384.9),(9167.2,3161.3),(3980.2,7922.6),(4876.0,2923.6),(6385.9,4085.6),(3390.9,5983.3),(12971.8, 505.4),(7425.7,7425.3),(7046.0, 270.0)
44,(14357.9,6759.2),( 840.5,3957.5),(11897.6,1053.1),(10697.1,6318.0),(2200.6, 384.1),(9167.1,3159.8),(4313.1,7937.7),(4830.9,2925.5),(6365.0,4083.5),(3077.3,5976.7),(12841.9, 165.9),(7619.4,6269.8),(7108.7, 270.0)
45,(14146.2,6474.8),( 873.9,4170.7),(11567.0, 203.6),(11030.4,6318.0),(2533.9, 379.1),(9164.5,2972.6),(4646.1,7952.8),(5042.1,2916.7),(6336.8,4080.7),(2847.3,6206.7),(12960.1, 165.1),(7952.7,6278.0),(7171.3, 270.0)
46,(13934.6,6190.4),(1193.6,4282.1),(11233.8, 209.5),(11363.7,6318.0),(2867.2, 374.0),(9179.2,2787.3),(4700.9,7778.9),(4799.2,2926.8),(6308.7,4077.9),(2669.7,6399.0),(12972.1, 512.6),(8109.0,6444.3),(7234.0, 270.0)
47,(13722.9,5906.0),(1527.3,4266.0),(10900.5, 215.5),(11330.2,6113.5),(3200.5, 369.0),(9162.0,2790.9),(4672.2,7441.0),(4844.2,2924.9),(6280.5,4075.0),(2858.1,6195.9),(12987.2, 862.6),(8099.2,6617.7),(7175.3, 270.0)
48,(13557.7,5684.0),(1860.7,4266.0),(10920.2, 432.8),(11342.7,6169.5),(3533.8, 364.0),(9167.1,3160.7),(4642.5,7099.1),(4938.8,2921.0),(6252.3,4072.2),(2631.7,6442.4),(13005.1,1212.6),(8075.3,6975.9),(7112.7, 270.0)
49,(13346.0,5399.5),(2083.9,4245.6),(11003.5, 807.8),(11420.8,6509.5),(3469.1, 365.0),(9169.7,3347.9),(4592.8,6736.9),(4934.3,2921.2),(6224.1,4069.4),(2444.1,6656.8),(13023.1,1562.7),(8366.3,7146.0),(7434.0, 270.5)
50,(13055.0,5353.5),(2020.5,3928.3),(11053.0,1030.7),(11490.3,6806.4),(3404.4, 365.9),(9174.8,3713.8),(4593.7,6743.7),(4848.7,2924.7),(6225.0,4069.5),(2144.9,6876.0),(13041.0,1912.8),(8160.4,7146.0),(7433.9, 271.8)
51,(13205.9,5581.3),(1957.2,3611.5),(11126.0,1359.1),(11498.6,6841.6),(3737.7, 360.9),(9174.9,3717.1),(4615.9,6905.6),(4803.7,2926.6),(6253.1,4072.3),(1814.9,6924.1),(12887.2,2096.0),(8082.7,7326.3),(7422.1, 566.9)
52,(13406.1,5883.4),(1893.2,3283.5),(11042.7, 984.1),(11491.8,6812.7),(4070.8, 350.3),(9174.9,3716.6),(4616.6,6910.6),(4781.5,2927.5),(6281.3,4075.1),(1484.9,6972.2),(12554.2,2112.4),(8073.0,7663.1),(7422.2, 565.6)
53,(13606.3,6185.5),(1888.4,3258.6),(10993.2, 761.2),(11497.1,6835.3),(4403.9, 338.6),(9180.1,4087.6),(4569.9,6570.0),(5113.0,2925.2),(6309.5,4077.9),(1371.5,6801.8),(12221.3,2128.8),(7828.4,7636.7),(7421.8, 575.8)
54,(13757.3,6413.3),(1817.9,2897.6),(10909.8, 386.2),(11496.3,6832.2),(4737.1, 326.8),(9180.2,4089.1),(4569.2,6564.9),(5227.6,2936.0),(6337.7,4080.8),(1312.7,6470.2),(11951.8,2138.8),(7828.4,7636.7),(7416.0, 719.9)
55,(13957.4,6715.4),(1785.1,2696.6),(10623.6, 220.2),(11495.6,6829.0),(4744.8, 326.5),(9180.3,4090.7),(4568.5,6559.9),(5531.9,2918.4),(6365.9,4083.6),(1267.7,6137.5),(11915.3,2143.0),(8049.2,7660.6),(7416.1, 718.6)
56,(14193.8,6840.0),(1728.2,2347.7),(10290.3, 225.9),(11494.7,6825.3),(4411.6, 338.3),(9180.0,4084.5),(4596.4,6763.5),(5202.8,2933.0),(6385.1,4085.5),(1292.5,5816.6),(11673.9,2149.7),(7852.2,7639.3),(7416.1, 717.2)
57,(13867.1,6873.7),(1565.9,2023.8),(9957.0, 231.5),(11463.5,6692.1),(4078.5, 350.1),(9180.0,4085.0),(4595.7,6758.4),(4870.6,2923.8),(6356.9,4082.7),(1219.3,5794.0),(12007.0,2139.3),(8117.3,7661.2),(7416.2, 715.9)
58,(13998.2,6777.0),(1233.4,2047.9),(9623.7, 237.2),(11526.8,6962.3),(3806.2, 379.1),(9180.0,4085.5),(4595.1,6753.4),(4825.6,2925.7),(6328.7,4079.9),(1157.7,5532.2),(12340.0,2122.9),(8082.5,7325.1),(7416.2, 714.6)
59,(13798.1,6474.9),( 900.9,2072.0),(9290.4, 242.8),(11527.5,6965.4),(3923.4, 652.5),(9177.5,3903.4),(4602.6,7110.0),(4780.6,2927.6),(6300.5,4077.1),(1145.3,5479.5),(12672.7,2106.6),(8081.6,7316.6),(7422.0, 570.7)
60,(13817.9,6504.8),( 568.4,2096.1),(8957.1, 248.5),(11528.3,6968.6),(3990.9, 923.3),(9177.5,3902.9),(4640.7,7110.0),(4804.5,2926.6),(6272.4,4074.2),(1159.7,5540.7),(12362.3,2121.8),(7872.3,7141.0),(7421.9, 572.1)
61,(13753.1,6407.0),( 472.0,2291.4),(8624.5, 261.1),(11529.0,6971.7),(4045.0,1248.1),(9239.9,4081.4),(4621.5,6945.9),(4849.5,2924.7),(6244.2,4071.4),(1188.4,5662.9),(12029.3,2138.2),(7904.9,7141.8),(7181.7, 733.0)
62,(13733.3,6377.1),( 518.1,2505.0),(8292.1, 285.8),(11529.7,6974.9),(4036.8,1199.1),(9177.4,3902.1),(4616.8,6911.9),(4894.5,2922.8),(6216.0,4068.6),(1189.4,5667.1),(11942.8,1958.2),(8065.8,7163.8),(6848.9, 751.5)
63,(13706.6,6336.8),( 595.4,2863.5),(8292.1, 285.8),(11530.5,6978.0),(3982.7, 874.3),(9177.4,3901.6),(4617.5,6917.0),(4888.3,2923.1),(6233.1,4070.3),(1245.9,5975.8),(11925.1,1604.4),(8098.3,7477.9),(6720.6, 573.3)
64,(13644.4,6243.0),( 885.8,2996.9),(8292.1, 285.8),(11531.2,6981.2),(3633.5, 761.1),(9177.4,3901.1),(4618.2,6922.0),(4843.3,2924.9),(6261.3,4073.1),(1247.1,5984.9),(11925.1,1603.1),(8098.5,7479.6),(6560.0, 281.7)
65,(13624.6,6213.1),(1216.6,2961.8),(8292.1, 285.8),(11532.0,6984.3),(3827.1, 747.4),(9189.0,4238.5),(4596.9,6767.2),(4798.3,2926.8),(6289.4,4075.9),(1247.0,5984.5),(11933.6,1773.3),(8101.3,7506.8),(6544.6, 407.3)
66,(13595.2,6168.8),(1548.4,2926.6),(8292.1, 285.8),(11456.9,6663.7),(3896.2, 589.1),(9177.4,3900.9),(4590.9,6723.5),(4786.8,2927.3),(6317.6,4078.8),(1292.0,6317.1),(11934.4,1789.4),(7837.3,7637.7),(6685.3, 436.8)
67,(13444.3,5941.0),(1820.3,2909.8),(8292.1, 285.8),(11535.4,6998.9),(3675.7, 361.8),(9027.6,4088.4),(4541.2,6361.3),(5119.1,2923.2),(6345.8,4081.6),(1344.7,6651.8),(12072.2,2136.1),(7838.9,7637.8),(6786.5, 755.0)
68,(13244.1,5638.9),(1889.3,3263.2),(8521.2, 268.8),(11592.1,7334.1),(3342.4, 366.9),(9180.4,4092.3),(4277.2,6119.8),(5447.8,2935.2),(6374.0,4084.4),(1406.8,6989.6),(12405.2,2119.7),(7729.5,7626.0),(7119.3, 736.5)
69,(13068.7,5341.3),(1860.1,3113.6),(8854.2, 250.2),(11592.0,7333.3),(3009.1, 371.9),(9195.6,4409.6),(3947.0,6069.9),(5311.4,2945.8),(6376.9,4084.7),(1684.6,7085.7),(12263.9,2126.7),(7509.1,7602.2),(7055.9, 740.0)
70,(13312.5,5354.5),(1921.5,3428.4),(9187.5, 244.6),(11611.8,7519.7),(2675.8, 376.9),(9195.6,4409.6),(3623.1,6003.2),(5286.5,2942.9),(6348.8,4081.9),(2017.8,7076.5),(11930.9,2142.6),(7425.3,7422.2),(6774.5, 771.9)
71,(13524.2,5639.0),(1856.9,3097.6),(9520.7, 238.9),(11647.8,7857.3),(2467.5, 380.1),(9195.6,4409.6),(3714.4,5976.4),(5159.0,2932.8),(6320.6,4079.1),(2226.6,6913.1),(11658.3,2150.2),(7516.3,7131.6),(6893.8,1065.0)
72,(13735.9,5923.4),(1855.4,3089.6),(9854.0, 233.3),(11343.5,8007.2),(2800.8, 375.0),(9429.6,5270.1),(3612.9,5664.6),(5158.8,2609.9),(6292.4,4076.2),(1964.2,6902.3),(11991.5,2140.1),(7252.5,7131.6),(6875.2,1358.7)
