0,(8387,278),(9198,2214),(3525,7775),(11754,200),(11334,2282),(4086,738),(9054,6314),(227,539),(14528,7145),(6282,2142),(936,3756),(7427,5381),(9036,7989),(10453,5112),(4626,6985),(7560,272),(1703,5775),(7434,1242),(5508,4877),(9190,4266),(4507,3060),(7574,2957),(3924,5209),(1583,7088),(6875,7956),(1842,3021),(11545,7041)
1,(8627,260),(9198,1974),(3519,7535),(11514,204),(11446,2450),(4326,738),(8814,6308),(249,778),(14499,7383),(6084,2178),(1175,3746),(7414,5621),(8795,7985),(10444,4872),(4594,6747),(7800,277),(1728,5652),(7431,1227),(5324,5031),(9183,4145),(4349,3142),(7807,2899),(3684,5224),(1823,7081),(7115,7956),(1888,3257),(11490,6807)
2,(8963,248),(9198,1637),(3512,7200),(11178,210),(11782,2460),(4662,738),(9180,6318),(280,1113),(14458,7717),(6233,2386),(972,3755),(7396,5957),(8459,7979),(10432,4535),(4548,6414),(8136,285),(2062,5615),(7257,1361),(5225,5021),(9287,4397),(4266,3138),(7753,2678),(3348,5232),(2138,7030),(7406,7902),(1952,3587),(11413,6479)
3,(9268,243),(9198,1656),(3294,7110),(11880,198),(12088,2462),(4968,738),(8171,6284),(311,1417),(14421,8021),(6398,2627),(832,3904),(7380,6263),(8154,7974),(10458,5238),(4540,6113),(8262,467),(2366,5582),(6951,1352),(5468,4910),(9593,4418),(4505,3078),(7735,2917),(3042,5220),(2214,6929),(7451,7599),(1912,3383),(11345,6181)
4,(9610,237),(9198,1997),(2951,7110),(11213,209),(12429,2450),(5310,738),(8102,6569),(370,1754),(14456,7731),(6362,2599),(885,4242),(7380,6604),(9162,7992),(10434,4572),(4614,5785),(8262,810),(2706,5544),(6892,1083),(5797,4860),(9935,4441),(4715,2930),(7456,3037),(3042,5455),(2267,7089),(7400,7261),(1847,3047),(11270,5847)
5,(9947,231),(9198,2335),(2614,7110),(11550,203),(12767,2439),(5646,738),(8116,6305),(428,2087),(14497,7396),(6210,2312),(862,4099),(7380,6941),(8083,7332),(10446,4908),(4398,5714),(8262,1147),(1728,5652),(6773,769),(6135,4860),(9744,4428),(5052,2916),(7485,3373),(3143,5224),(2364,7098),(7177,7133),(1633,2917),(11196,5518)
6,(10277,226),(8873,2346),(2681,7110),(11880,198),(13040,2430),(5688,738),(7811,6274),(378,1800),(14537,7069),(6088,2007),(811,3773),(7380,6984),(8205,7146),(10422,4230),(4106,5866),(8100,1324),(2714,5543),(6691,1060),(6402,4915),(9415,4406),(5163,2928),(7590,3625),(3473,5237),(2035,7075),(6849,7143),(1306,2952),(11159,5351)
7,(10624,220),(8525,2352),(3029,7110),(11880,545),(12692,2442),(5339,738),(7464,6266),(318,1457),(14339,6840),(5868,1744),(730,3435),(7380,6636),(8553,7146),(10110,5250),(4128,5964),(7752,1347),(2368,5581),(6640,1264),(6328,5220),(9180,4521),(5507,2923),(7452,2988),(3820,5216),(1687,7085),(6744,6897),(960,2988),(11235,5691)
8,(10926,215),(8299,2357),(3331,7110),(11887,846),(12390,2452),(5039,738),(7596,6269),(284,1157),(14041,6840),(5650,1539),(658,3142),(7380,6335),(8855,7146),(10134,5249),(4104,5710),(7434,270),(2069,5614),(6713,972),(6028,5220),(9183,4504),(5283,2942),(7457,3862),(4119,5219),(1471,7161),(6738,6596),(660,3020),(11301,5984)
9,(11266,208),(8639,2350),(3513,7271),(11904,1187),(12050,2463),(4698,738),(7937,6277),(253,818),(14382,6840),(5626,1355),(583,2809),(7394,5995),(9196,7147),(10476,5238),(4266,5783),(7792,1345),(1729,5651),(6813,865),(5686,5220),(9184,4164),(5035,2803),(7558,3542),(4456,5210),(1536,7496),(6732,6309),(938,2991),(11574,7164)
10,(11591,203),(8964,2344),(3521,7596),(11920,1511),(11726,2458),(4374,738),(8261,6289),(223,495),(14503,6962),(5748,1635),(515,2493),(7411,5671),(9520,7157),(10800,5256),(4644,7110),(8116,1323),(1830,5844),(7005,1073),(5363,5206),(9425,4067),(4766,2736),(7745,3277),(4780,5184),(1534,7484),(6739,6633),(1260,2957),(11449,6633)
11,(11932,196),(9191,2448),(3492,7902),(11937,1853),(11384,2448),(4032,738),(8471,6426),(476,410),(14225,6840),(6002,1865),(443,2158),(7430,5329),(9861,7168),(10458,5238),(4585,5957),(8262,1118),(2171,5875),(7346,1108),(5020,5188),(9766,4040),(4791,2736),(7753,3266),(4887,5356),(1469,7148),(6746,6974),(1601,2921),(11527,6967)
12,(12276,184),(9198,2340),(3149,7902),(11949,2088),(11268,2175),(3853,488),(8466,6514),(818,404),(13884,6870),(6181,2142),(492,2388),(7165,5246),(10204,7179),(10799,5255),(4616,6205),(8262,775),(2513,5905),(7144,1087),(5186,5197),(9655,4049),(5010,2624),(7556,3546),(4568,5481),(1466,7136),(6750,7317),(1797,2774),(11433,7165)
13,(12616,173),(9165,3130),(2807,7902),(11932,1747),(10953,2306),(3877,544),(8603,6303),(1159,399),(13549,6935),(6197,1917),(564,2721),(6824,5235),(10045,7174),(10458,5238),(4954,6252),(8262,433),(2852,5936),(6888,1152),(5108,5394),(9315,4075),(5040,2827),(7484,3364),(4749,5410),(1531,7471),(6750,7658),(1742,2437),(11092,7170)
14,(12922,163),(9168,3437),(3528,7902),(11916,1441),(10671,2425),(3864,744),(8909,6311),(1466,395),(13248,6989),(6205,1712),(629,3021),(6517,5224),(9740,7164),(10447,4932),(5035,6483),(8102,284),(3034,5952),(6865,1457),(5085,5589),(9176,3915),(4842,2925),(7458,3059),(4928,5216),(1650,7559),(6740,7955),(1693,2135),(10786,7175)
15,(12528,176),(9176,3905),(2491,7432),(11893,972),(10238,2606),(3396,777),(9176,6119),(1935,388),(12781,7038),(6674,1723),(740,3477),(6695,5230),(9271,7149),(10430,4463),(5025,6953),(7632,274),(2566,5910),(6858,1530),(5634,4860),(8998,3618),(4637,3187),(7136,2751),(4677,4965),(1971,7217),(6271,7940),(1730,2359),(10317,7181)
16,(12330,182),(9179,4068),(2486,7236),(11883,775),(10318,2573),(3199,791),(9173,5922),(2131,385),(12585,7058),(6840,1759),(787,3668),(6892,5237),(9158,7233),(10423,4265),(5062,7110),(7436,270),(2370,5892),(6892,1350),(5285,5109),(9198,4392),(4698,3333),(7185,2777),(4680,4984),(2105,7074),(6075,7934),(1761,2554),(10471,7179)
17,(11988,194),(9175,3727),(2488,7325),(12147,697),(10634,2440),(2858,815),(9167,5580),(2473,379),(12245,7094),(6840,2101),(848,4005),(7234,5249),(9146,7576),(10116,4230),(5403,7110),(7420,610),(2029,5862),(7234,1361),(5522,5215),(9143,3618),(4824,3341),(7452,2988),(4576,5198),(1871,7324),(5733,7923),(1817,2892),(10814,7174)
18,(12095,190),(9170,3402),(2496,7650),(12471,692),(10933,2315),(2535,838),(9180,6318),(2797,375),(11923,7127),(6942,2331),(898,4326),(7558,5249),(9152,7399),(10116,4230),(5727,7112),(7424,506),(1706,5833),(7452,1473),(5627,4989),(9176,3915),(4637,3185),(7442,2664),(4253,5231),(1649,7560),(5823,7926),(1766,2583),(11137,7170)
19,(12446,179),(9165,3051),(2600,7902),(12823,686),(11256,2179),(2184,863),(9513,5274),(3149,369),(14544,7020),(7292,2363),(972,4669),(7909,5230),(9065,7146),(10376,4230),(6079,7119),(7318,270),(1355,5819),(7452,1825),(5622,5082),(9176,3905),(4617,2835),(7496,2368),(4065,5344),(1594,7877),(6173,7937),(1710,2237),(11489,7165)
20,(12779,168),(9162,2860),(2934,7902),(12971,506),(11242,1884),(2503,841),(9180,6318),(3482,364),(11905,7129),(7243,2358),(1238,4767),(7994,5226),(8732,7146),(10044,4230),(6412,7126),(6986,270),(1250,6013),(7701,1891),(5811,5220),(9170,3664),(4590,2934),(7736,2251),(4102,5676),(1874,7927),(6506,7948),(1565,2023),(11600,7410)
21,(12825,166),(9167,3176),(3249,7902),(12960,189),(11174,1576),(2818,818),(9846,5608),(216,414),(12219,7096),(6928,2330),(1554,4787),(7678,5243),(8415,7146),(9887,4047),(6232,7122),(6670,270),(1293,6326),(7450,1934),(6127,5220),(9177,3979),(4274,2923),(7723,1935),(4070,5385),(2190,7914),(6750,7882),(1250,2046),(11633,7725)
22,(12472,178),(9172,3529),(3601,7905),(12971,486),(11097,1232),(3169,793),(9846,5960),(3446,365),(12569,7060),(6853,2584),(1226,4766),(7424,5148),(9162,7992),(10112,4230),(5879,7115),(6966,270),(1348,6674),(7437,2285),(6382,5113),(9174,3840),(4104,2882),(7734,2196),(4094,5039),(2462,7903),(6750,7531),(898,2072),(11657,7944)
23,(12158,188),(9176,3843),(3915,7919),(12862,685),(11029,925),(3483,771),(10141,5935),(3131,370),(12882,7027),(6744,2764),(973,4676),(7398,4834),(8096,7458),(10422,4233),(5565,7110),(7280,270),(1728,5652),(7442,2152),(6402,4799),(9171,3709),(4129,3193),(7909,2345),(4184,5212),(2148,7916),(6750,7216),(585,2094),(11623,7631)
24,(11936,196),(9178,3992),(4251,7934),(12525,691),(10956,597),(3818,748),(10008,5953),(2796,375),(13216,6992),(7074,2832),(902,4347),(7235,4662),(8118,7793),(10434,4570),(5229,7110),(7616,273),(1344,6652),(7452,1815),(5634,4860),(9179,4046),(3923,3335),(8246,2357),(4074,5113),(1812,7929),(6484,7128),(613,2092),(11588,7297)
25,(12311,183),(9198,2340),(4626,7951),(12151,697),(10875,231),(3998,968),(9846,5764),(2420,380),(13585,6928),(6820,2936),(1259,4269),(6860,4662),(7923,7969),(10447,4944),(4855,7110),(7991,282),(1287,6281),(7452,1440),(6033,4860),(9172,3750),(3809,3029),(7902,2345),(4081,5483),(1581,7774),(6334,7282),(987,2065),(11332,7167)
26,(12605,173),(9167,3325),(4698,7753),(11880,679),(10932,486),(4046,1257),(9846,5472),(2128,385),(13873,6872),(6530,2935),(1552,4266),(6566,4662),(7630,7961),(10458,5238),(4726,7110),(8262,309),(1247,5991),(7671,1353),(5740,4860),(9173,3777),(4011,2926),(7610,2355),(4037,5745),(1586,7816),(6041,7271),(1279,2044),(11040,7171)
27,(13050,5346),(9163,2970),(4668,7399),(11880,324),(11009,833),(4030,1163),(9671,5282),(1773,390),(14226,6840),(6516,2842),(1906,4266),(6567,4662),(7521,7959),(10812,5256),(5023,7051),(8262,665),(1399,5820),(8026,1329),(5565,4620),(9226,4082),(3843,2946),(7439,2552),(3767,5976),(1835,7928),(5685,7257),(1634,2018),(10685,7176)
28,(12652,172),(9198,2340),(4645,7125),(11700,201),(11075,1132),(3980,860),(9364,5266),(1466,395),(14303,6840),(6731,2949),(1962,4266),(6875,4662),(7827,7966),(11119,5272),(5029,6744),(8262,972),(1694,5817),(8191,1318),(5269,4572),(9532,4058),(3834,3210),(7448,2860),(3918,5847),(2141,7916),(5816,7262),(1407,2035),(10377,7180)
29,(12311,183),(9179,2340),(4674,7466),(11358,207),(11149,1466),(3874,537),(9164,5396),(1124,400),(14119,6840),(7061,2863),(1620,4266),(7217,4662),(8170,7974),(10821,5257),(5037,6402),(7434,270),(1901,5633),(7849,1341),(4976,4629),(9874,4032),(3630,3330),(7256,2900),(4193,5647),(2484,7902),(6159,7275),(1066,2060),(10315,7441)
30,(11975,194),(8844,2346),(4702,7801),(11021,213),(11222,1794),(3854,491),(9170,5731),(788,405),(14381,6840),(7372,2952),(1283,4266),(7403,4506),(8506,7980),(10486,5239),(5231,6211),(8262,977),(2235,5596),(7513,1363),(5161,4572),(9913,4118),(3581,3330),(7119,3039),(4050,5202),(2183,7914),(6494,7288),(731,2084),(10322,7523)
