20,2.066,1.798,1.481,0.801
0,(8802,3618),(432,2106),(11952,2142),(13050,2088),(8748,252),(14418,6840),(3960,738),(10296,7182),(9162,5256),(9198,4392),(1224,5814),(6750,7146),(3510,7110),(6876,1350),(3132,2916),(4140,4284),(6012,2214),(7308,3186),(5562,4608),(5580,3780)
1,(9139,3618),(369,1746),(11934,1782),(13032,1737),(9102,246),(14226,6582),(4272,738),(9918,7170),(8814,5244),(9180,4086),(1152,5508),(7065,7137),(3888,7110),(6624,1332),(2803,2911),(4338,4248),(5769,2277),(7110,3582),(5598,4356),(5580,3312)
2,(9477,3618),(306,1386),(11916,1422),(13014,1386),(9456,240),(14034,6324),(4584,738),(9540,7158),(8466,5232),(8802,4092),(1080,5202),(7380,7128),(4266,7110),(6696,1044),(2475,2907),(4590,4356),(5526,2340),(7020,3852),(5616,4050),(5364,2952)
3,(9814,3618),(276,1062),(11898,1062),(12996,1035),(9810,234),(13842,6066),(4896,738),(9162,7146),(8118,5220),(8424,4098),(990,4752),(7452,7596),(4644,7110),(6768,756),(2146,2902),(4626,4617),(5508,1908),(7452,3888),(5922,4050),(5544,2916)
4,(10152,3618),(246,738),(11880,702),(12978,684),(10164,228),(13650,5808),(5208,738),(9171,6732),(8118,5574),(8046,4104),(1278,4770),(7398,7956),(4668,7392),(7092,738),(1818,2898),(4662,4878),(5184,1908),(7740,3888),(6030,4050),(5535,2628)
5,(9814,3618),(216,414),(11880,450),(12969,423),(10518,222),(13458,5550),(5520,738),(9180,6318),(8118,5928),(8064,4383),(1566,4788),(7074,7956),(4692,7674),(7416,720),(1770,2604),(4986,4896),(5058,1800),(8028,3888),(6408,3852),(5526,2340)
6,(9477,3618),(246,738),(11880,198),(12960,162),(10872,216),(13266,5292),(5832,738),(9495,6309),(8118,6282),(8082,4662),(1845,4725),(6750,7956),(4716,7956),(7434,270),(1722,2310),(4968,4680),(5022,1530),(8316,3888),(6642,3852),(5508,1908)
7,(9139,3618),(276,1062),(11880,450),(12969,423),(10518,222),(13050,5346),(5796,936),(9810,6300),(8478,6300),(8442,4662),(2124,4662),(6372,7944),(4419,7942),(7038,270),(1674,2016),(4986,4572),(4986,1260),(8262,3654),(7020,3852),(5526,2340)
8,(8802,3618),(306,1386),(11880,702),(12978,684),(10164,228),(13248,5644),(5832,738),(9846,5976),(8829,6309),(8802,4662),(2160,4950),(5994,7932),(4122,7929),(6642,270),(1722,2310),(5004,4302),(5022,1530),(7830,3528),(7110,3582),(5769,2277)
9,(8484,3456),(276,1062),(11880,450),(12969,423),(9810,234),(13446,5943),(5520,738),(10242,5922),(9180,6318),(9162,4662),(2196,5166),(5616,7920),(3825,7915),(6516,288),(1770,2604),(5292,4284),(5058,1800),(7722,3636),(6840,3726),(6012,2214)
10,(8166,3294),(246,738),(11880,198),(12960,162),(9456,240),(13644,6242),(5208,738),(10242,6318),(9495,6309),(9162,4959),(2394,5184),(5607,7587),(3528,7902),(6174,288),(1818,2898),(5472,4356),(5022,1530),(7506,3618),(6408,3852),(5769,2277)
11,(7848,3132),(216,414),(11880,450),(12969,423),(9102,246),(13842,6541),(4896,738),(10620,6318),(9810,6300),(9162,5256),(2160,4950),(5598,7254),(3186,7902),(5832,288),(1890,3267),(5346,4572),(4986,1260),(7677,3375),(6390,4086),(5526,2340)
12,(7677,3375),(246,738),(11880,702),(12978,684),(8748,252),(14040,6840),(4584,738),(10998,6318),(9846,5976),(9504,5274),(2196,5166),(5616,7110),(2844,7902),(6174,288),(1962,3636),(5562,4608),(5022,1530),(7848,3132),(6390,4374),(5769,2277)
13,(7506,3618),(276,1062),(11898,1062),(12996,1035),(8860,562),(13671,6912),(4272,738),(11376,6318),(9846,5634),(9846,5292),(1872,5175),(5604,6822),(2502,7902),(6516,288),(1890,3267),(5634,4860),(5058,1800),(7677,3375),(6390,4662),(6012,2214)
14,(7722,3636),(306,1386),(11916,1422),(13014,1386),(8973,873),(13302,6984),(3960,738),(11442,6600),(9846,5292),(9972,5256),(1548,5184),(5592,6534),(2493,7506),(6624,738),(1818,2898),(5508,4878),(5184,1908),(7506,3618),(6408,4860),(5769,2277)
15,(7830,3528),(369,1746),(11934,1782),(13032,1737),(9085,1183),(13671,6912),(3798,360),(11508,6882),(9972,5256),(9990,4851),(1566,4788),(5580,6246),(2484,7110),(6516,288),(2146,2902),(5292,5058),(5508,1908),(7479,3303),(6738,4854),(5526,2340)
16,(7722,3636),(432,2106),(11952,2142),(13050,2088),(9198,1494),(14040,6840),(3960,738),(11574,7164),(10458,5238),(10008,4446),(1845,4725),(5976,6228),(2106,7074),(6624,738),(2475,2907),(5130,4968),(5526,2340),(7452,2988),(7068,4848),(5508,1908)
17,(7830,3528),(742,2083),(12318,2124),(12684,2106),(9198,1776),(14418,6840),(3603,763),(11604,7446),(10800,5256),(9990,4851),(2124,4662),(6372,6210),(1782,7083),(6516,288),(2803,2911),(5274,4788),(5535,2628),(7812,2898),(7398,4842),(5526,2340)
18,(7722,3636),(1053,2061),(12684,2106),(12318,2124),(9198,2058),(14544,7020),(3247,788),(11634,7728),(11142,5274),(9972,5256),(2160,4950),(6732,6282),(1458,7092),(6174,288),(3132,2916),(5562,4608),(5544,2916),(8118,2952),(7398,4662),(5535,2628)
19,(7506,3618),(1363,2038),(13050,2088),(11952,2142),(9198,2340),(14502,7362),(2890,813),(11664,8010),(10800,5256),(10458,5238),(2394,5184),(7056,6273),(1404,6984),(5832,288),(3456,2988),(5832,4284),(5364,2952),(8118,2736),(7062,4662),(5544,2916)
20,(7452,3888),(1674,2016),(13068,2430),(11628,2151),(9198,2058),(14460,7704),(2534,838),(11325,8007),(10458,5238),(10446,4902),(2196,5166),(7380,6264),(1692,6942),(6174,288),(3798,2952),(5922,4050),(5058,2916),(8082,2628),(6726,4662),(5976,2952)
21,(7416,4104),(1638,1656),(12702,2442),(11304,2160),(9198,1776),(14418,8046),(2178,864),(10986,8004),(10800,5256),(10434,4566),(1872,5175),(7749,6273),(1980,6900),(6516,288),(3852,3330),(6030,4050),(5022,2736),(7740,2628),(6390,4662),(5940,3246)
22,(7452,3888),(1674,2016),(12336,2454),(11376,2448),(9198,1494),(14460,7704),(1854,1008),(10647,8001),(11142,5274),(10422,4230),(1548,5184),(8118,6282),(2268,6858),(6642,270),(3438,3330),(5922,4050),(5004,2556),(8082,2628),(6390,4374),(5904,3540)
23,(7416,4104),(1722,2310),(11970,2466),(11673,2457),(9198,1776),(14502,7362),(2178,864),(10308,7998),(10800,5256),(9954,4230),(1080,5202),(8100,6606),(2520,6570),(7038,270),(3474,3186),(5868,3834),(5022,2736),(7740,2628),(6390,4086),(5868,3834)
