1	2
1	35
2	5
2	21
3	6
3	4
3	13
4	5
4	15
5	16
6	8
6	18
7	10
7	11
7	27
8	11
8	22
9	12
9	14
10	12
10	30
11	20
12	26
13	18
13	23
14	32
14	33
15	16
15	25
16	17
17	24
18	29
19	20
19	28
20	34
21	24
21	37
21	45
22	28
22	29
22	50
23	25
23	29
23	42
24	25
24	49
25	44
26	30
26	33
27	30
27	31
27	57
28	34
29	51
30	60
31	34
31	53
32	33
32	36
33	38
34	54
35	40
36	38
36	43
37	39
38	46
39	40
39	77
40	79
41	42
41	47
42	52
43	46
43	67
44	47
44	48
44	84
45	49
45	81
46	62
47	52
48	49
48	61
49	63
50	51
50	56
51	52
51	83
52	88
53	55
53	57
54	55
54	56
54	87
55	64
56	91
57	58
57	68
58	59
58	65
59	60
59	65
60	62
60	69
60	82
61	63
61	78
62	66
64	72
65	69
65	70
66	67
66	71
67	92
68	70
69	74
69	93
70	75
71	73
72	75
73	89
74	76
75	90
76	98
77	79
77	81
78	84
78	85
79	237
80	93
80	96
80	100
81	86
82	89
82	93
83	88
83	91
83	108
84	88
84	116
85	86
85	122
86	137
87	90
87	91
87	106
88	115
89	95
90	98
90	99
91	107
92	94
92	111
93	100
94	97
94	109
95	97
95	102
96	98
96	104
97	102
98	101
99	101
99	105
100	132
101	103
101	110
102	113
103	104
103	112
104	124
105	106
106	107
106	118
106	120
107	108
107	114
108	117
109	111
109	113
110	112
110	118
111	128
112	121
113	131
114	117
114	140
115	116
115	117
115	138
116	123
117	139
118	119
118	125
118	134
119	121
119	127
120	126
121	129
122	123
123	141
124	129
124	135
125	127
125	143
126	146
127	133
128	130
128	157
129	133
130	131
130	158
131	132
131	167
132	135
132	160
133	142
134	144
136	137
136	148
138	139
138	141
139	147
139	149
140	145
140	146
140	152
141	148
141	215
142	143
143	144
143	156
144	146
144	153
145	147
145	150
146	152
147	154
149	151
149	154
149	169
150	152
150	154
151	166
152	155
153	163
153	201
154	171
155	171
156	162
156	183
157	158
157	193
158	167
159	160
159	174
160	161
160	178
161	162
162	179
163	164
164	172
165	169
165	173
166	173
167	211
168	170
168	192
169	192
169	194
171	185
171	172
172	184
174	180
174	186
175	179
175	182
175	188
176	177
176	180
176	187
177	178
177	199
178	181
178	191
179	189
181	182
181	190
182	200
183	196
184	214
185	194
186	187
186	198
187	195
188	189
189	205
190	191
190	204
191	208
193	211
193	255
194	210
194	213
194	214
194	238
195	198
195	199
196	206
196	209
197	203
197	215
198	211
198	218
199	208
200	204
200	209
200	219
201	206
201	207
202	207
202	214
202	216
203	210
203	220
204	208
205	209
205	254
206	243
207	222
208	212
209	221
210	225
211	260
212	234
213	223
214	216
215	226
215	228
216	222
216	224
217	218
217	232
218	231
219	221
219	233
220	226
220	227
221	229
222	230
223	224
224	239
224	244
225	227
226	242
228	251
229	233
230	250
231	232
231	259
232	234
232	246
233	234
233	248
234	247
235	236
235	237
236	251
237	257
238	240
238	244
238	265
239	252
240	241
240	266
241	242
241	261
242	272
243	249
243	263
244	268
245	246
245	256
246	247
247	248
247	258
249	250
250	252
250	264
251	253
251	305
252	269
253	257
253	295
254	258
255	260
255	275
256	258
256	259
257	296
258	276
260	270
261	266
261	280
262	263
262	267
264	271
265	266
265	277
267	281
268	269
268	279
269	273
270	287
271	284
272	304
273	274
274	278
275	297
276	281
276	291
277	279
277	280
277	285
278	279
278	290
279	286
280	299
282	283
282	284
282	288
283	293
285	286
285	294
286	290
287	289
288	292
289	291
290	294
290	302
291	292
291	298
292	300
293	301
294	303
295	296
295	306
296	307
297	298
298	300
299	303
299	304
300	301
301	302
302	303
304	305
305	306
306	307
-1      -1
