10,2.466,1.678,2.284,0.900
0,(11952,2142),(11574,7164),(9846,5292),(1818,2898),(3798,360),(3726,6012),(7434,2376),(7434,5256),(7452,3888),(5616,5220)
1,(11934,1782),(11919,7128),(9972,5256),(2146,2902),(4137,348),(4104,5688),(7137,2349),(7080,5244),(7020,3852),(5994,5220)
2,(11916,1422),(12265,7092),(9990,4851),(2475,2907),(4476,336),(4104,5868),(6840,2322),(6726,5232),(6984,4050),(6372,5220)
3,(11898,1062),(12610,7056),(10008,4446),(2803,2911),(4815,324),(3888,6066),(6840,2025),(6372,5220),(7416,4104),(6372,5550)
4,(11880,702),(12956,7020),(9603,4419),(3132,2916),(5154,312),(4158,6084),(6840,1728),(6372,5550),(7731,4104),(6372,5880)
5,(11880,450),(13302,6984),(9198,4392),(3168,3186),(5493,300),(4518,6192),(6480,1719),(6372,5880),(8046,4104),(6372,6210)
6,(11880,198),(13671,6912),(9180,4086),(3186,3366),(5832,288),(4779,6228),(6120,1710),(6372,6210),(8424,4098),(6732,6282)
7,(11544,204),(14040,6840),(9175,3762),(3312,3348),(6174,288),(5040,6264),(5976,1476),(6732,6282),(8802,4092),(7056,6273)
8,(11208,210),(14418,6840),(9171,3438),(3438,3330),(6516,288),(5238,6210),(6390,1404),(7056,6273),(9180,4086),(7380,6264)
9,(10872,216),(14544,7020),(9166,3114),(3474,3186),(6624,738),(5238,5886),(6624,1332),(7380,6264),(9531,4059),(7398,5928)
10,(10944,540),(14502,7362),(9162,2790),(3456,2988),(6516,1008),(5094,5634),(6696,1044),(7749,6273),(9882,4032),(7416,5592)
11,(11016,864),(14460,7704),(9180,2664),(3798,2952),(6408,1278),(5058,5454),(6768,756),(8118,6282),(9954,4230),(7434,5256)
12,(11088,1188),(14418,8046),(9198,2340),(3852,3330),(6066,1278),(5274,5202),(6705,513),(8478,6300),(10422,4230),(7398,4842)
13,(11160,1512),(14073,8041),(9180,2664),(4104,3348),(5796,936),(5292,5058),(6642,270),(8829,6309),(9954,4230),(7398,4662)
14,(11232,1836),(13729,8037),(9162,2790),(4140,3744),(5832,738),(5130,4968),(6516,288),(9180,6318),(10422,4230),(7407,4383)
15,(11304,2160),(13385,8032),(9166,3114),(4140,4014),(5520,738),(5274,4788),(6624,738),(9174,5964),(9954,4230),(7416,4104)
16,(11376,2448),(13041,8028),(9171,3438),(4140,4284),(5208,738),(5562,4608),(6516,288),(9168,5610),(9882,4032),(6984,4050)
17,(11673,2457),(12696,8023),(9175,3762),(3798,4281),(4896,738),(5346,4572),(6624,738),(9162,5256),(9531,4059),(6678,4050)
18,(11970,2466),(12352,8019),(9180,4086),(3456,4278),(4584,738),(5472,4356),(6516,288),(8814,5244),(9180,4086),(6642,3852)
19,(12336,2454),(12008,8014),(9531,4059),(3114,4275),(4272,738),(5292,4284),(6642,270),(8466,5232),(9175,3762),(6408,3852)
20,(12702,2442),(11664,8010),(9882,4032),(2772,4272),(3960,738),(5508,4068),(7038,270),(8118,5220),(9171,3438),(6840,3726)
21,(13068,2430),(11325,8007),(9954,4230),(2430,4269),(4014,1062),(5616,4050),(7434,270),(8100,4941),(9166,3114),(7110,3582)
22,(13050,2088),(10986,8004),(10422,4230),(2088,4266),(4068,1386),(5598,4356),(7848,279),(8082,4662),(9162,2790),(7308,3186)
23,(13032,1737),(10647,8001),(10434,4566),(2025,3951),(4077,1728),(5472,4356),(8262,288),(8442,4662),(9180,2664),(7452,2988)
24,(13014,1386),(10308,7998),(10446,4902),(1962,3636),(4086,2070),(5598,4356),(8748,252),(8802,4662),(9198,2340),(7128,2844)
25,(12996,1035),(9969,7995),(10458,5238),(1602,3690),(4122,2250),(5562,4608),(8860,562),(9162,4662),(8886,2346),(6696,2754)
26,(12978,684),(9630,7992),(10800,5256),(1242,3744),(4590,2250),(5832,4284),(8973,873),(9198,4392),(8574,2352),(6768,2952)
27,(12969,423),(9594,7650),(11142,5274),(810,3762),(4590,2502),(5922,4050),(9085,1183),(9603,4419),(8262,2358),(6516,2934)
28,(12960,162),(9144,7650),(11460,5286),(720,3393),(4104,2484),(5868,3834),(9198,1494),(10008,4446),(8298,1908),(6246,2943)
29,(12600,174),(9162,7992),(11778,5298),(630,3024),(3780,2493),(5922,4050),(9198,1776),(9990,4851),(8280,1611),(5976,2952)
30,(12240,186),(9144,7650),(12096,5310),(564,2718),(3456,2502),(6030,4050),(9198,2058),(9972,5256),(8262,1314),(5544,2916)
