30, 0.951062, 0.902982, 0.160417, 9.3902
0,(4716,5184),(9162,5256),(7452,1908),(3042,5508),(8118,2952),(6066,1278),(3798,360),(13068,2430),(8802,3618),(7812,2898),(14418,8046),(10296,7182),(2772,6282),(8262,288),(2502,7902),(14418,8046),(13068,2430),(10458,5238),(7380,6264),(14040,6840),(7110,3582),(3456,2502),(306,1386),(5616,7110),(5058,2916),(11880,198),(1674,2016),(8118,7974),(8118,7974),(1278,4266)
1,(4662,4878),(9162,4922),(7452,1574),(3042,5275),(8460,2945),(5732,1278),(3929,666),(12734,2440),(9135,3618),(7488,2978),(14084,8041),(10629,7177),(2552,6532),(8594,263),(2835,7902),(14084,8041),(12734,2440),(10790,5255),(7397,5931),(13855,6562),(7010,3906),(3456,2808),(275,1054),(5282,7110),(5364,2952),(11546,203),(1640,1684),(8451,7979),(8451,7979),(950,4328)
2,(4716,5184),(9162,4717),(7436,1258),(3042,5396),(8785,2873),(5838,1278),(3850,482),(12401,2451),(9468,3618),(7475,3264),(13751,8037),(10962,7172),(2332,6783),(8804,408),(3168,7902),(13751,8037),(12401,2451),(11142,5274),(7415,5598),(13671,6284),(6817,4050),(3132,2772),(244,722),(5077,7110),(5364,2952),(11213,209),(1665,1932),(8784,7985),(8784,7985),(1172,4286)
3,(4384,5218),(9162,5050),(7439,1280),(3042,5386),(9111,2801),(5954,1278),(3885,564),(12068,2462),(9802,3618),(7506,3618),(13418,8032),(11295,7167),(2414,6690),(8918,722),(3528,7902),(13418,8032),(12068,2462),(10809,5256),(7434,5256),(13487,6006),(6512,4070),(3294,2952),(216,414),(5410,7110),(5058,2916),(10872,216),(1709,2235),(9117,7991),(9117,7991),(1059,4307)
4,(4359,5220),(9162,5144),(7229,1361),(3042,5285),(9189,2497),(5616,1278),(3894,584),(12192,2458),(10152,3618),(7442,3942),(13084,8028),(11561,7109),(2633,6439),(9031,1035),(3520,7568),(13084,8028),(12192,2458),(10458,5238),(7416,5588),(13303,5728),(6390,4308),(3471,3153),(246,745),(5602,7220),(5364,2952),(11205,210),(1763,2564),(8884,7987),(8884,7987),(1063,4306)
5,(4716,5184),(9162,4811),(6876,1350),(3042,5508),(9188,2506),(5949,1278),(3841,462),(12525,2447),(9818,3618),(7443,3939),(12751,8024),(11485,6785),(2698,6365),(9145,1348),(3512,7235),(12751,8024),(12525,2447),(10124,5250),(7398,5921),(13119,5450),(6390,4662),(3196,3186),(277,1077),(5602,7220),(5364,2952),(11538,204),(1818,2898),(8550,7981),(8550,7981),(1389,4266)
6,(4384,5218),(9162,4828),(7209,1360),(2710,5544),(9216,2781),(6288,1278),(3938,686),(12858,2436),(9485,3618),(7360,4097),(12418,8019),(11409,6460),(2479,6616),(9141,1337),(3515,7332),(12418,8019),(12858,2436),(9846,5347),(7380,6264),(13266,5292),(6390,4328),(3174,3255),(306,1386),(5504,7110),(5364,2952),(11880,198),(1764,2569),(8217,7975),(8217,7975),(1722,4266)
7,(4359,5220),(9162,5162),(7436,1258),(2379,5580),(9546,2729),(6490,1071),(3798,360),(12956,2433),(9152,3618),(7030,4055),(12084,8015),(11413,6480),(2268,6858),(9027,1023),(3522,7665),(12084,8015),(12956,2433),(9846,5680),(7713,6272),(13465,5559),(6279,4074),(3132,2916),(275,1054),(5171,7110),(5364,2952),(11546,203),(1710,2240),(8340,7977),(8340,7977),(2055,4266)
8,(4716,5184),(9162,5033),(7439,1280),(2047,5616),(9875,2677),(6624,738),(3929,666),(12623,2444),(8802,3618),(7075,3856),(11751,8011),(11489,6804),(2139,7029),(8914,710),(3638,7907),(11751,8011),(12623,2444),(9846,5920),(8046,6280),(13664,5826),(6079,4024),(3456,2988),(244,722),(5188,7110),(5364,2952),(11213,209),(1691,2125),(8673,7983),(8673,7983),(1810,4266)
9,(4919,5294),(9162,4700),(7452,1590),(1728,5652),(10188,2628),(6500,1047),(3850,482),(12290,2455),(9135,3618),(7407,3884),(11886,8012),(11565,7129),(2158,6874),(8800,397),(3971,7922),(11886,8012),(12290,2455),(9846,5587),(7840,6275),(13863,6094),(6374,3869),(3798,2952),(216,414),(5522,7110),(5364,2952),(10872,216),(1745,2454),(9006,7989),(9006,7989),(1476,4266)
10,(4919,5294),(9198,4392),(7452,1908),(1728,5652),(9858,2679),(6449,1174),(3885,564),(11970,2466),(9468,3618),(7506,3618),(12219,8017),(11510,6893),(1828,6922),(8581,264),(4304,7937),(12219,8017),(11970,2466),(9899,5276),(7507,6267),(14062,6361),(6651,3906),(4104,2916),(246,745),(5838,7114),(5538,2749),(11205,210),(1799,2783),(8995,7989),(8995,7989),(1389,4266)
11,(4655,5447),(9180,4086),(7452,1574),(1728,5652),(9529,2731),(6573,865),(3894,584),(12303,2455),(9802,3618),(7800,3557),(12552,8021),(11434,6568),(1498,6970),(8262,288),(4637,7952),(12552,8021),(12303,2455),(10249,5245),(7602,6269),(14261,6629),(6648,3886),(4121,3022),(277,1077),(6171,7121),(5528,2416),(11538,204),(1782,2678),(8662,7983),(8662,7983),(1722,4266)
12,(4655,5447),(9198,4392),(7340,1364),(1728,5652),(9200,2783),(6572,521),(3841,462),(12636,2444),(10152,3618),(8096,3605),(12886,8025),(11388,6372),(1404,6984),(8594,263),(4438,7943),(12886,8025),(12636,2444),(10568,5243),(7935,6277),(14362,6840),(6403,3907),(4104,2916),(306,1386),(6480,7128),(5794,2270),(11880,198),(1728,2349),(8328,7977),(8328,7977),(2055,4266)
13,(4862,5366),(9180,4086),(7007,1354),(1728,5652),(9169,2735),(6642,270),(3938,686),(12969,2433),(9818,3618),(8102,3607),(13219,8030),(11464,6696),(1458,7092),(8581,264),(4105,7928),(13219,8030),(12969,2433),(10901,5261),(8108,6448),(14040,6840),(6390,4252),(4104,2808),(275,1054),(6146,7121),(6111,2164),(11880,531),(1674,2016),(8229,7975),(8229,7975),(2033,3993)
14,(4551,5487),(9198,4392),(6654,1334),(1728,5652),(9172,2718),(6725,592),(3798,360),(12845,2437),(9485,3618),(7790,3567),(13552,8034),(11540,7021),(1364,6765),(8262,288),(3772,7913),(13552,8034),(12845,2437),(11031,5268),(8109,6439),(14373,6840),(6390,4586),(4104,2916),(244,722),(5813,7114),(6106,2166),(11880,535),(1727,2344),(8562,7981),(8562,7981),(1968,3666)
15,(4758,5406),(9530,4414),(6876,1350),(1728,5652),(9169,2735),(6726,594),(3929,666),(12512,2448),(9152,3618),(7506,3618),(13886,8039),(11536,7001),(1369,6472),(8594,263),(3416,7902),(13886,8039),(12512,2448),(10698,5250),(8284,6290),(14252,6617),(6390,4384),(4104,2808),(216,414),(5602,7220),(6211,2142),(11880,198),(1781,2673),(8895,7987),(8895,7987),(2016,3908)
16,(4932,5184),(9863,4436),(6949,1067),(1525,5825),(9183,2608),(6642,270),(3850,482),(12179,2459),(8802,3618),(7697,3345),(14219,8043),(11460,6677),(1699,6427),(8581,264),(3083,7902),(14219,8043),(12179,2459),(10568,5243),(8311,6291),(14053,6349),(6390,4141),(4104,2916),(246,745),(5602,7220),(6322,2304),(11880,531),(1800,2788),(9106,7991),(9106,7991),(2081,4235)
17,(4758,5406),(9841,4434),(7280,1102),(1211,5759),(9194,2395),(6293,288),(3885,564),(12081,2462),(9135,3618),(7816,3177),(14431,7935),(11384,6352),(2029,6382),(8262,288),(2750,7902),(14431,7935),(12081,2462),(10901,5261),(8108,6448),(13854,6082),(6390,4474),(4104,2808),(277,1077),(5602,7220),(6106,2166),(11880,535),(1746,2459),(8773,7985),(8773,7985),(2113,4542)
18,(4551,5487),(9509,4412),(7416,893),(1134,5435),(9172,2718),(5960,288),(3894,584),(12414,2451),(9468,3618),(7624,3450),(14472,7604),(11439,6588),(2359,6337),(8594,263),(2499,7790),(14472,7604),(12414,2451),(11031,5268),(8265,6622),(13655,5814),(6405,4827),(4104,2916),(306,1386),(5602,7220),(5796,2269),(11880,198),(1692,2130),(8439,7979),(8439,7979),(1907,4710)
19,(4862,5366),(9198,4392),(7422,553),(1105,5310),(9169,2735),(5832,510),(3841,462),(12747,2440),(9802,3618),(7496,3507),(14512,7274),(11515,6913),(2690,6293),(8914,249),(2491,7457),(14512,7274),(12747,2440),(10698,5250),(8465,6531),(13456,5547),(6130,4860),(4121,3241),(275,1054),(5602,7220),(5523,2284),(11880,531),(1651,1794),(8118,7974),(8118,7974),(1566,4788)
20,(5042,5189),(9180,4086),(7431,325),(1181,5634),(9183,2608),(5812,847),(3938,686),(13068,2430),(10152,3618),(7468,3175),(14512,6974),(11579,7219),(2968,6085),(9247,243),(2484,7110),(14537,7075),(13068,2430),(10346,5242),(8367,6294),(13266,5292),(5796,4860),(4140,3132),(244,722),(5602,7220),(5509,1951),(11880,535),(1654,1821),(8451,7979),(8451,7979),(1891,4714)
21,(5384,5207),(9512,4060),(7418,658),(1185,5651),(9194,2395),(5832,738),(3798,360),(12734,2440),(9818,3618),(7334,2870),(14251,6840),(11615,7550),(3262,5972),(9581,237),(2491,7443),(14496,7405),(12734,2440),(10013,5254),(8006,6279),(13157,5319),(5625,5026),(4104,2808),(216,414),(5602,7220),(5519,2185),(11880,198),(1691,2125),(8784,7985),(8784,7985),(2113,4551)
22,(5621,5109),(9844,4034),(7427,442),(1109,5327),(9172,2718),(5832,404),(3929,666),(12401,2451),(9485,3618),(7456,3043),(13930,6861),(11650,7882),(3594,6000),(9914,232),(2499,7776),(14455,7736),(12401,2451),(9846,5458),(7673,6271),(13050,5346),(5782,5220),(4104,2916),(246,745),(5605,7531),(5519,2173),(11880,531),(1745,2454),(9117,7991),(9117,7991),(2093,4321)
23,(5508,4878),(9605,4053),(7427,436),(1130,5418),(9189,2497),(6054,288),(3850,482),(12068,2462),(9152,3618),(7485,3375),(13603,6925),(11640,7789),(3835,6048),(10247,226),(2496,7679),(14418,8046),(12068,2462),(9846,5792),(7435,6265),(13158,5318),(6116,5220),(4104,2585),(277,1077),(5614,7864),(5510,1963),(11880,535),(1799,2783),(9439,7992),(9439,7992),(2124,4662)
24,(5243,5031),(9272,4078),(7418,664),(1207,5742),(9188,2506),(6387,288),(3885,564),(12192,2458),(8802,3618),(7616,3627),(13302,6984),(11605,7457),(3943,6069),(10581,220),(2489,7346),(14458,7715),(12192,2458),(9846,5809),(7768,6273),(13266,5292),(6372,5275),(4122,2250),(306,1386),(5608,7642),(5524,2296),(11880,198),(1782,2678),(9612,7826),(9612,7826),(2093,4330)
25,(5274,4788),(9193,4307),(7431,331),(1501,5824),(9189,2497),(6516,288),(3894,584),(12525,2447),(9135,3618),(7506,3618),(13629,6920),(11579,7219),(4264,6115),(10816,216),(2486,7221),(14499,7384),(12525,2447),(9846,5476),(8118,6282),(13157,5319),(6372,5608),(4112,2373),(275,1054),(5599,7309),(5794,2270),(11880,531),(1728,2349),(9427,7650),(9427,7650),(2033,3993)
26,(5562,4608),(9168,4612),(7422,547),(1525,5825),(9188,2506),(6593,612),(3841,462),(12858,2436),(9468,3618),(7477,3285),(13956,6856),(11615,7550),(4464,6176),(10483,222),(2494,7554),(14539,7053),(12858,2436),(9918,5271),(7784,6273),(13050,5346),(6372,5942),(4104,2484),(244,722),(5605,7531),(5904,2241),(11880,535),(1674,2016),(9145,7594),(9145,7594),(1968,3666)
27,(5234,4572),(9198,4392),(7422,553),(1279,5816),(9216,2781),(6541,944),(3938,686),(12956,2433),(9802,3618),(7419,3032),(13821,6882),(11650,7882),(4158,6084),(10149,228),(2502,7902),(14449,6885),(12956,2433),(9899,5276),(7451,6265),(13158,5318),(6372,6154),(4104,2808),(216,414),(5614,7864),(5581,2325),(11880,198),(1640,1684),(9157,7261),(9157,7261),(2016,3908)
28,(4968,4680),(9169,4606),(7431,325),(1612,5828),(9546,2729),(6408,1278),(3798,360),(12623,2444),(10152,3618),(7406,3051),(13494,6946),(11640,7789),(3835,6048),(9816,233),(2494,7568),(14448,6883),(12623,2444),(9918,5271),(7394,5986),(13266,5292),(6372,5821),(4104,2916),(246,745),(5893,7928),(5794,2270),(11880,531),(1665,1932),(9166,6923),(9166,6923),(2081,4235)
29,(5085,4945),(9191,4281),(7418,658),(1414,5821),(9875,2677),(6531,968),(3929,666),(12290,2455),(9818,3618),(7347,2883),(13411,6962),(11605,7457),(3928,6028),(9483,239),(2486,7235),(14537,7075),(12290,2455),(9899,5276),(7412,5653),(13157,5319),(6372,5487),(4104,2808),(277,1077),(6226,7939),(6111,2164),(11880,535),(1709,2235),(9174,6590),(9174,6590),(2033,3993)
30,(4976,4785),(9290,4077),(7416,997),(1390,5820),(10188,2628),(6582,841),(3850,482),(11970,2466),(9485,3618),(7334,2870),(13738,6898),(11579,7219),(4130,5975),(9150,245),(2489,7332),(14496,7405),(11970,2466),(9984,4978),(7430,5320),(13050,5346),(6316,5220),(4104,2916),(306,1386),(6559,7949),(6030,1890),(11880,198),(1763,2564),(9178,6373),(9178,6373),(1968,3666)
31,(4993,4461),(9623,4051),(7194,1093),(1636,5829),(9858,2679),(6458,1150),(3885,564),(12303,2455),(9152,3618),(7401,2965),(14040,6840),(11615,7550),(4370,6147),(8816,250),(2496,7665),(14455,7736),(12303,2455),(9999,4645),(7409,4979),(13158,5318),(5983,5220),(4104,2808),(275,1054),(6750,7789),(5782,1666),(11880,531),(1818,2898),(9171,6706),(9171,6706),(2016,3908)
32,(4838,4323),(9826,4036),(6872,1010),(1303,5817),(9529,2731),(6185,1278),(3894,584),(12636,2444),(8802,3618),(7074,2859),(13712,6903),(11650,7882),(4358,6144),(8470,272),(2499,7790),(14418,8046),(12636,2444),(10003,4557),(7398,4717),(13266,5292),(5649,5220),(4104,2484),(244,722),(6750,7456),(5775,1659),(11880,535),(1764,2569),(9164,7040),(9164,7040),(2081,4235)
33,(4538,4334),(9494,4061),(6754,809),(1261,6089),(9200,2783),(5928,1103),(3841,462),(12969,2433),(8504,3466),(6768,2952),(13385,6967),(11640,7789),(4264,6115),(8372,279),(2491,7457),(14458,7715),(12969,2433),(9988,4890),(7398,4717),(13157,5319),(5606,5497),(4113,2360),(216,414),(6750,7146),(6030,1890),(11880,198),(1710,2240),(9384,7153),(9166,6923),(2033,3993)
34,(4440,4291),(9180,4086),(6673,1133),(1305,6419),(9436,2746),(5815,826),(3938,686),(12845,2437),(8207,3315),(6804,2776),(13520,6941),(11605,7457),(4525,6247),(8705,255),(2484,7110),(14499,7384),(12845,2437),(9973,5223),(7399,4606),(13050,5346),(5594,5830),(4326,2492),(246,745),(6750,7479),(6131,2092),(11880,531),(1691,2125),(9717,7163),(9174,6590),(1968,3666)
35,(4436,4290),(9512,4060),(6517,1364),(1276,6204),(9765,2694),(5796,936),(3798,360),(12512,2448),(7910,3164),(7128,2844),(13847,6877),(11579,7219),(4570,6577),(8470,272),(2817,7110),(14539,7053),(12512,2448),(9846,5458),(7410,4273),(13158,5318),(5582,6163),(4594,2557),(277,1077),(6750,7812),(6079,1989),(11880,535),(1745,2454),(10050,7174),(9124,6316),(2016,3908)
36,(4542,4335),(9844,4034),(6624,1332),(1232,5874),(10094,2642),(5812,847),(3929,666),(12179,2459),(8095,3258),(7114,3177),(13930,6861),(11615,7550),(4616,6907),(8262,399),(3150,7110),(14510,7295),(12179,2459),(9846,5792),(7410,4270),(13266,5292),(5303,6216),(4595,2569),(306,1386),(6916,7956),(6012,2214),(11880,198),(1799,2783),(10304,7292),(8791,6308),(2081,4235)
37,(4338,4248),(9605,4053),(6496,1371),(1261,6089),(9968,2662),(5933,1110),(3850,482),(11858,2462),(8392,3409),(6952,3433),(13603,6925),(11650,7882),(4755,7110),(8262,732),(3510,7110),(14469,7626),(11858,2462),(9827,6141),(7399,4603),(13157,5319),(5093,6249),(4590,2250),(275,1054),(7250,7956),(5689,2297),(11880,531),(1860,3116),(10332,7650),(8478,6300),(2113,4542)
38,(4538,4334),(9272,4078),(6390,1404),(1305,6419),(9639,2714),(5954,1278),(3885,564),(11525,2452),(8689,3560),(7005,3568),(13302,6984),(11640,7789),(4966,7110),(8262,1065),(3176,7110),(14428,7957),(11525,2452),(9976,6306),(7120,4662),(13050,5346),(5238,6043),(4534,2499),(244,722),(7422,7791),(5519,2173),(11880,535),(1924,3443),(10306,7317),(8460,6642),(2151,4882)
39,(4440,4291),(9401,4068),(6650,1224),(1589,6442),(9309,2766),(5616,1278),(3894,584),(11335,2286),(8603,3517),(6913,3686),(12970,7018),(11605,7457),(4644,7110),(8268,1424),(2843,7110),(14445,7825),(11335,2286),(10242,6262),(6786,4662),(13158,5318),(5155,5741),(4201,2487),(216,414),(7435,7486),(5452,1908),(11880,198),(1940,3526),(10313,7403),(8128,6608),(2356,5146)
40,(4436,4290),(9733,4043),(6731,900),(1919,6397),(9183,2608),(5693,1585),(3841,462),(11526,2153),(8306,3365),(7036,3621),(12638,7053),(11579,7219),(4672,7442),(8288,1757),(2484,7110),(14485,7494),(11526,2153),(10242,5922),(6453,4662),(13266,5292),(5005,5472),(4122,2250),(246,745),(7384,7156),(5141,1871),(12213,186),(1876,3199),(10220,7650),(8081,6883),(2186,5111)
41,(4542,4335),(9715,4044),(6831,910),(2249,6352),(9198,2284),(5940,1808),(3938,686),(11859,2144),(8009,3214),(7209,3383),(12307,7087),(11615,7550),(4700,7774),(8287,1741),(2152,7078),(14526,7163),(11859,2144),(9911,5967),(6667,4662),(13157,5319),(4691,5584),(4215,2488),(277,1077),(7102,7135),(5239,1908),(12546,175),(1818,2898),(9887,7650),(8069,7201),(2187,5114)
42,(4338,4248),(9383,4070),(6830,907),(2580,6308),(9198,1951),(5865,1740),(3798,360),(12173,2131),(7996,3207),(7258,3285),(11975,7122),(11650,7882),(4701,7789),(8267,1408),(1916,7276),(14448,6883),(12173,2131),(9846,5698),(7001,4662),(13050,5346),(4626,5814),(4548,2500),(306,1386),(6750,7146),(5510,1963),(12879,164),(1881,3225),(9538,7650),(8104,7532),(1918,5173)
43,(4538,4334),(9186,4196),(6831,910),(2889,6164),(9198,1617),(5644,1492),(3929,666),(12506,2114),(8293,3358),(7110,3582),(11644,7156),(11886,8012),(4673,7457),(8275,1535),(1688,7519),(14512,6974),(12506,2114),(9846,5364),(7334,4662),(13158,5318),(4710,5577),(4613,2791),(275,1054),(6743,6812),(5524,2296),(12969,439),(1945,3552),(9205,7650),(8095,7446),(1585,5182)
44,(4440,4291),(9183,4502),(6883,1228),(3151,5962),(9198,1716),(5630,1388),(3850,482),(12839,2098),(8590,3510),(6879,3506),(11510,6893),(12219,8017),(4644,7110),(8295,1868),(1586,7815),(14513,6976),(12839,2098),(9846,5569),(7675,4662),(13266,5292),(5024,5465),(4513,2989),(244,722),(6736,6479),(5514,2062),(12974,572),(1919,3417),(9153,7372),(8008,7144),(1825,5176)
45,(4755,4334),(9184,4496),(6889,1128),(3483,5991),(9198,2049),(5629,1382),(3885,564),(12939,2093),(8702,3567),(7110,3276),(11434,6568),(12552,8021),(4672,7442),(8275,2184),(1574,7717),(14449,6885),(12939,2093),(9846,5903),(8009,4662),(13157,5319),(5238,5243),(4513,2983),(216,414),(6734,6393),(5341,1908),(12962,239),(1855,3090),(9158,7257),(7675,7135),(2158,5167)
46,(5059,4298),(9184,4170),(7170,1090),(3615,6002),(9198,2284),(5838,1278),(3894,584),(12606,2109),(8405,3416),(6874,3511),(11388,6372),(12886,8025),(4700,7774),(8095,2352),(1755,7447),(14523,7185),(12606,2109),(9815,6252),(8064,4384),(13050,5346),(5377,4986),(4444,3147),(246,745),(6741,6726),(5058,1800),(12682,171),(1707,2909),(9146,7590),(7388,7182),(1918,5173)
47,(5395,4325),(9401,4068),(7431,1225),(3283,5974),(9198,1951),(5954,1278),(3841,462),(12273,2126),(8108,3264),(6591,3670),(11464,6696),(13219,8030),(4701,7789),(7740,2340),(1983,7204),(14483,7516),(12273,2126),(10087,6311),(8049,4159),(13158,5318),(5669,4817),(4130,3186),(277,1077),(6748,7059),(5013,1469),(12349,182),(1376,2944),(9421,7650),(7439,7512),(1585,5182)
48,(5574,4520),(9733,4043),(7428,1203),(3262,5972),(9198,1617),(5616,1278),(3938,686),(11952,2142),(7897,3157),(6275,3716),(11540,7021),(13552,8034),(4673,7457),(7434,2376),(2206,6940),(14442,7847),(11952,2142),(10075,6311),(8071,4492),(13266,5292),(5886,4554),(4131,3183),(306,1386),(6745,6923),(4875,1275),(12016,193),(1044,2980),(9611,7815),(7418,7376),(1825,5176)
